,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,-26326700.485991,135298270.81463,-6942871.51615,-33396931.481611
Tax Rate For Calcs,0.258866,0.255956,0.246201,0.249417
Normalized EBITDA,21027100000.0,19878900000.0,24990000000.0,21702800000.0
Total Unusual Items,-101700000.0,528600000.0,-28200000.0,-133900000.0
Total Unusual Items Excluding Goodwill,-101700000.0,528600000.0,-28200000.0,-133900000.0
Net Income From Continuing Operation Net Minority Interest,11483200000.0,11437000000.0,15283800000.0,12873700000.0
Reconciled Depreciation,5106400000.0,4743000000.0,4282600000.0,3849100000.0
Reconciled Cost Of Revenue,139188700000.0,131718300000.0,138182500000.0,138771800000.0
EBITDA,20925400000.0,20407500000.0,24961800000.0,21568900000.0
EBIT,15819000000.0,15664500000.0,20679200000.0,17719800000.0
Net Interest Income,908400000.0,97400000.0,-148200000.0,-478800000.0
Interest Expense,324900000.0,293100000.0,403500000.0,568200000.0
Interest Income,1426400000.0,632600000.0,519400000.0,338000000.0
Normalized Income,11558573299.51401,11043698270.81463,15305057128.48385,12974203068.518389
Net Income From Continuing And Discontinued Operation,11483200000.0,11437000000.0,15283800000.0,12873700000.0
Total Expenses,149548400000.0,141618300000.0,146541500000.0,146396300000.0
Rent Expense Supplemental,342800000.0,397300000.0,408500000.0,338000000.0
Diluted Average Shares,688390125.0,688390125.0,688390125.0,688390125.0
Basic Average Shares,688390125.0,688390125.0,688390125.0,688390125.0
Diluted EPS,16.68,16.61,22.2,18.7
Basic EPS,16.68,16.61,22.2,18.7
Diluted NI Availto Com Stockholders,11483200000.0,11437000000.0,15283800000.0,12873700000.0
Net Income Common Stockholders,11483200000.0,11437000000.0,15283800000.0,12873700000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,11483200000.0,11437000000.0,15283800000.0,12873700000.0
Net Income Including Noncontrolling Interests,11483200000.0,11437000000.0,15283800000.0,12873700000.0
Net Income Continuous Operations,11483200000.0,11437000000.0,15283800000.0,12873700000.0
Tax Provision,4010900000.0,3934400000.0,4991900000.0,4277900000.0
Pretax Income,15494100000.0,15371400000.0,20275700000.0,17151600000.0
Other Non Operating Income Expenses,375000000.0,369000000.0,313000000.0,352600000.0
Special Income Charges,-101700000.0,528000000.0,-28200000.0,-133900000.0
Other Special Charges,89400000.0,-528000000.0,28200000.0,133900000.0
Write Off,12300000.0,0.0,,
Net Non Operating Interest Income Expense,908400000.0,97400000.0,-148200000.0,-478800000.0
Total Other Finance Cost,193100000.0,242100000.0,264100000.0,248600000.0
Interest Expense Non Operating,324900000.0,293100000.0,403500000.0,568200000.0
Interest Income Non Operating,1426400000.0,632600000.0,519400000.0,338000000.0
Operating Income,14266600000.0,14350200000.0,20110600000.0,17395600000.0
Operating Expense,10359700000.0,9900000000.0,8359000000.0,7624500000.0
Other Operating Expenses,3254700000.0,2932300000.0,1916600000.0,1486900000.0
Depreciation And Amortization In Income Statement,5106400000.0,4743000000.0,4282600000.0,3849100000.0
Amortization,266400000.0,273600000.0,244600000.0,219700000.0
Depreciation Income Statement,4840000000.0,4469400000.0,4038000000.0,3629400000.0
Selling General And Administration,453000000.0,424600000.0,415100000.0,508300000.0
Selling And Marketing Expense,46500000.0,69000000.0,61700000.0,36300000.0
General And Administrative Expense,406500000.0,355600000.0,353400000.0,472000000.0
Rent And Landing Fees,342800000.0,397300000.0,408500000.0,338000000.0
Gross Profit,24626300000.0,24250200000.0,28469600000.0,25020100000.0
Cost Of Revenue,139188700000.0,131718300000.0,138182500000.0,138771800000.0
Total Revenue,163815000000.0,155968500000.0,166652100000.0,163791900000.0
Operating Revenue,163815000000.0,155968500000.0,166652100000.0,163791900000.0
