,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,142422545.236152,126534476.82921,76051351.610433,98997092.274196
Tax Rate For Calcs,0.252214,0.244771,0.254813,0.255549
Normalized EBITDA,6712960000.0,6760650000.0,6812420000.0,5070530000.0
Total Unusual Items,564690000.0,516950000.0,298460000.0,387390000.0
Total Unusual Items Excluding Goodwill,564690000.0,516950000.0,298460000.0,387390000.0
Net Income From Continuing Operation Net Minority Interest,3884720000.0,4141720000.0,4291080000.0,3149110000.0
Reconciled Depreciation,1530610000.0,1348540000.0,1037850000.0,943560000.0
Reconciled Cost Of Revenue,4550210000.0,4489350000.0,4422880000.0,3450210000.0
EBITDA,7277650000.0,7277600000.0,7110880000.0,5457920000.0
EBIT,5747040000.0,5929060000.0,6073030000.0,4514360000.0
Net Interest Income,-288420000.0,-309570000.0,-226020000.0,-204500000.0
Interest Expense,552080000.0,445000000.0,314640000.0,284250000.0
Interest Income,263660000.0,135430000.0,88620000.0,79750000.0
Normalized Income,3462452545.236152,3751304476.82921,4068671351.610433,2860717092.274196
Net Income From Continuing And Discontinued Operation,3884720000.0,4141720000.0,4291080000.0,3149110000.0
Total Expenses,8931560000.0,8401520000.0,7850350000.0,6353960000.0
Rent Expense Supplemental,701020000.0,557060000.0,520010000.0,394180000.0
Diluted Average Shares,243060000.0,243080000.0,242760000.0,244100000.0
Basic Average Shares,242900000.0,242810000.0,242730000.0,244100000.0
Diluted EPS,15.98,17.04,17.68,12.9
Basic EPS,15.99,17.06,17.68,12.9
Diluted NI Availto Com Stockholders,3884720000.0,4141720000.0,4291080000.0,3149110000.0
Net Income Common Stockholders,3884720000.0,4141720000.0,4291080000.0,3149110000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,3884720000.0,4141720000.0,4291080000.0,3149110000.0
Net Income Including Noncontrolling Interests,3884720000.0,4141720000.0,4291080000.0,3149110000.0
Net Income Continuous Operations,3884720000.0,4141720000.0,4291080000.0,3149110000.0
Tax Provision,1310240000.0,1342340000.0,1467310000.0,1081000000.0
Pretax Income,5194960000.0,5484060000.0,5758390000.0,4230110000.0
Other Non Operating Income Expenses,9870000.0,26490000.0,6580000.0,8120000.0
Special Income Charges,14370000.0,18120000.0,59210000.0,222500000.0
Other Special Charges,-20330000.0,-19740000.0,-61450000.0,-223990000.0
Write Off,5960000.0,1620000.0,2240000.0,1490000.0
Net Non Operating Interest Income Expense,-288420000.0,-309570000.0,-226020000.0,-204500000.0
Interest Expense Non Operating,552080000.0,445000000.0,314640000.0,284250000.0
Interest Income Non Operating,263660000.0,135430000.0,88620000.0,79750000.0
Operating Income,4912130000.0,5252540000.0,5679320000.0,4038520000.0
Operating Expense,4381350000.0,3912170000.0,3427470000.0,2903750000.0
Other Operating Expenses,386910000.0,359000000.0,323060000.0,222400000.0
Depreciation And Amortization In Income Statement,1530610000.0,1348540000.0,1037850000.0,943560000.0
Amortization,3590000.0,31750000.0,32000000.0,32530000.0
Depreciation Income Statement,1527020000.0,1316790000.0,1005850000.0,911030000.0
Selling General And Administration,1163590000.0,1079600000.0,977670000.0,771800000.0
Selling And Marketing Expense,1078010000.0,982270000.0,900150000.0,681490000.0
General And Administrative Expense,85580000.0,97330000.0,77520000.0,90310000.0
Rent And Landing Fees,701020000.0,557060000.0,520010000.0,394180000.0
Gross Profit,9293480000.0,9164710000.0,9106790000.0,6942270000.0
Cost Of Revenue,4550210000.0,4489350000.0,4422880000.0,3450210000.0
Total Revenue,13843690000.0,13654060000.0,13529670000.0,10392480000.0
Operating Revenue,13843690000.0,13654060000.0,13529670000.0,10392480000.0
