,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,651849160.332332,585590778.158012,269630126.218729,249363655.863612
Tax Rate For Calcs,0.252254,0.225949,0.248759,0.248051
Normalized EBITDA,10316000000.0,7892100000.0,7236900000.0,8346574000.0
Total Unusual Items,2584100000.0,2591700000.0,1083900000.0,1005293000.0
Total Unusual Items Excluding Goodwill,2584100000.0,2591700000.0,1083900000.0,1005293000.0
Net Income From Continuing Operation Net Minority Interest,9306000000.0,7803600000.0,5963800000.0,6727718000.0
Reconciled Depreciation,398100000.0,346000000.0,343200000.0,356196000.0
Reconciled Cost Of Revenue,3978600000.0,3204800000.0,2515200000.0,2283349000.0
EBITDA,12900100000.0,10483800000.0,8320800000.0,9351867000.0
EBIT,12502000000.0,10137800000.0,7977600000.0,8995671000.0
Net Interest Income,332400000.0,146900000.0,112300000.0,92761000.0
Interest Expense,56600000.0,56300000.0,39000000.0,48634000.0
Interest Income,390800000.0,205400000.0,153300000.0,142297000.0
Normalized Income,7373749160.332332,5797490778.158012,5149530126.218729,5971788655.863612
Net Income From Continuing And Discontinued Operation,9306000000.0,7803600000.0,5963800000.0,6727718000.0
Total Expenses,7344700000.0,6253100000.0,5552500000.0,5082454000.0
Rent Expense Supplemental,76100000.0,65500000.0,33700000.0,6273000.0
Diluted Average Shares,289196007.0,288780842.0,288768858.0,288838100.0
Basic Average Shares,288489286.0,288091213.0,288000000.0,288000000.0
Diluted EPS,32.18,27.02,20.65,23.29
Basic EPS,32.26,27.09,20.71,23.36
Diluted NI Availto Com Stockholders,9306000000.0,7803600000.0,5963800000.0,6727718000.0
Net Income Common Stockholders,9306000000.0,7803600000.0,5963800000.0,6727718000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,9306000000.0,7803600000.0,5963800000.0,6727718000.0
Minority Interests,0.0,0.0,0.0,0.0
Net Income Including Noncontrolling Interests,9306000000.0,7803600000.0,5963800000.0,6727718000.0
Net Income Continuous Operations,9306000000.0,7803600000.0,5963800000.0,6727718000.0
Tax Provision,3139400000.0,2277900000.0,1974800000.0,2219319000.0
Pretax Income,12445400000.0,10081500000.0,7938600000.0,8947037000.0
Other Non Operating Income Expenses,35400000.0,49500000.0,32600000.0,6227000.0
Special Income Charges,-100000.0,400000.0,13100000.0,25238000.0
Other Special Charges,100000.0,-400000.0,-13100000.0,-25238000.0
Net Non Operating Interest Income Expense,332400000.0,146900000.0,112300000.0,92761000.0
Total Other Finance Cost,1800000.0,2200000.0,2000000.0,902000.0
Interest Expense Non Operating,56600000.0,56300000.0,39000000.0,48634000.0
Interest Income Non Operating,390800000.0,205400000.0,153300000.0,142297000.0
Operating Income,9503100000.0,7278800000.0,6713600000.0,7847162000.0
Operating Expense,3366100000.0,3048300000.0,3037300000.0,2799105000.0
Other Operating Expenses,1476800000.0,1270900000.0,1229300000.0,1037405000.0
Depreciation And Amortization In Income Statement,398100000.0,346000000.0,343200000.0,356196000.0
Amortization,75000000.0,64100000.0,69800000.0,79629000.0
Depreciation Income Statement,323100000.0,281900000.0,273400000.0,276567000.0
Selling General And Administration,895700000.0,801700000.0,803600000.0,671426000.0
Selling And Marketing Expense,489300000.0,524400000.0,532000000.0,434584000.0
General And Administrative Expense,406400000.0,277300000.0,271600000.0,236842000.0
Rent And Landing Fees,76100000.0,65500000.0,33700000.0,6273000.0
Gross Profit,12869200000.0,10327100000.0,9750900000.0,10646267000.0
Cost Of Revenue,3978600000.0,3204800000.0,2515200000.0,2283349000.0
Total Revenue,16847800000.0,13531900000.0,12266100000.0,12929616000.0
Operating Revenue,16847800000.0,13531900000.0,12266100000.0,12929616000.0
