,2025-03-31,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Tax Effect Of Unusual Items,-12637583.074749,-16930821.375687,-4648101.265823,11226280.277192,
Tax Rate For Calcs,0.16273,0.116076,0.147559,0.267547,
Normalized EBITDA,3574970000.0,2883100000.0,2090690000.0,610570000.0,
Total Unusual Items,-77660000.0,-145860000.0,-31500000.0,41960000.0,
Total Unusual Items Excluding Goodwill,-77660000.0,-145860000.0,-31500000.0,41960000.0,
Net Income From Continuing Operation Net Minority Interest,2298910000.0,2021470000.0,1442510000.0,337170000.0,
Reconciled Depreciation,518820000.0,361630000.0,245570000.0,156810000.0,
Reconciled Cost Of Revenue,5439770000.0,4707290000.0,3319490000.0,1585290000.0,
EBITDA,3497310000.0,2737240000.0,2059190000.0,652530000.0,
EBIT,2978490000.0,2375610000.0,1813620000.0,495720000.0,
Net Interest Income,35320000.0,-72120000.0,-72490000.0,80000.0,
Interest Expense,232770000.0,106490000.0,71670000.0,35390000.0,
Interest Income,364470000.0,118810000.0,69880000.0,66500000.0,
Normalized Income,2363932416.925251,2150399178.624313,1469361898.734177,306436280.277192,
Net Income From Continuing And Discontinued Operation,2298910000.0,2021470000.0,1442510000.0,337170000.0,
Total Expenses,13083050000.0,10249510000.0,7913610000.0,3966810000.0,
Rent Expense Supplemental,19620000.0,20650000.0,19350000.0,10930000.0,
Diluted Average Shares,107028628.0,108587787.0,108587787.0,108587787.0,
Basic Average Shares,105788951.0,108587787.0,108587787.0,108587787.0,
Diluted EPS,21.48,18.615998,13.284275,3.105045,
Basic EPS,21.73,18.615998,13.284275,3.105045,
Diluted NI Availto Com Stockholders,2298910000.0,2021470000.0,1442510000.0,337170000.0,
Net Income Common Stockholders,2298910000.0,2021470000.0,1442510000.0,337170000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,2298910000.0,2021470000.0,1442510000.0,337170000.0,
Minority Interests,0.0,15740000.0,-42400000.0,0.0,
Net Income Including Noncontrolling Interests,2298910000.0,2005730000.0,1484910000.0,337170000.0,
Net Income Continuous Operations,2298910000.0,2005730000.0,1484910000.0,337170000.0,
Tax Provision,446810000.0,263390000.0,257040000.0,123160000.0,
Pretax Income,2745720000.0,2269120000.0,1741950000.0,460330000.0,
Other Non Operating Income Expenses,-29180000.0,-17300000.0,-115330000.0,-46340000.0,
Special Income Charges,-120780000.0,-180910000.0,-32410000.0,51940000.0,
Other Special Charges,-2760000.0,10000.0,-1600000.0,-12840000.0,
Write Off,123540000.0,180900000.0,66720000.0,-39100000.0,
Restructuring And Mergern Acquisition,,0.0,-32710000.0,0.0,0.0
Net Non Operating Interest Income Expense,35320000.0,-72120000.0,-72490000.0,80000.0,
Total Other Finance Cost,96380000.0,84440000.0,70700000.0,31030000.0,
Interest Expense Non Operating,232770000.0,106490000.0,71670000.0,35390000.0,
Interest Income Non Operating,364470000.0,118810000.0,69880000.0,66500000.0,
Operating Income,3057340000.0,2559580000.0,1914060000.0,401390000.0,
Operating Expense,7643280000.0,5542220000.0,4594120000.0,2381520000.0,
Other Operating Expenses,3645390000.0,2764710000.0,2177840000.0,1051420000.0,
Depreciation And Amortization In Income Statement,518820000.0,361630000.0,245570000.0,156810000.0,
Amortization,331480000.0,202440000.0,123420000.0,71780000.0,
Depreciation Income Statement,187340000.0,159190000.0,122150000.0,85030000.0,
Selling General And Administration,897920000.0,729520000.0,653590000.0,267740000.0,
Selling And Marketing Expense,346560000.0,298440000.0,294490000.0,53000000.0,
General And Administrative Expense,551360000.0,431080000.0,359100000.0,214740000.0,
Rent And Landing Fees,19620000.0,20650000.0,19350000.0,10930000.0,
Gross Profit,10700620000.0,8101800000.0,6508180000.0,2782910000.0,
Cost Of Revenue,5439770000.0,4707290000.0,3319490000.0,1585290000.0,
Total Revenue,16140390000.0,12809090000.0,9827670000.0,4368200000.0,
Operating Revenue,16140390000.0,12809090000.0,9827670000.0,4368200000.0,
