,2025-03-31,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Tax Effect Of Unusual Items,111086481.0,36167343.0,162773700.0,16990500.0,
Tax Rate For Calcs,0.253,0.251,0.3,0.3,
Total Unusual Items,0.0,144093000.0,542579000.0,56635000.0,
Total Unusual Items Excluding Goodwill,439077000.0,144093000.0,542579000.0,56635000.0,
Net Income From Continuing Operation Net Minority Interest,510291955000.0,442563735000.0,340366408000.0,251100960000.0,
Reconciled Depreciation,26903750000.0,19958856000.0,16351038000.0,14699244000.0,
Net Interest Income,973038112000.0,854077625000.0,705234219000.0,542401943000.0,
Interest Expense,890276529000.0,741081627000.0,505433879000.0,411666711000.0,
Interest Income,1863314700000.0,1595159252000.0,1210668098000.0,954068654000.0,
Normalized Income,510292000000.0,442455809343.0,339986602700.0,251061315500.0,
Net Income From Continuing And Discontinued Operation,510291955000.0,442563735000.0,340366408000.0,251100960000.0,
Rent Expense Supplemental,,17054394000.0,15846567000.0,14085917000.0,13829516000.0
Diluted Average Shares,7173067191.0,7142732408.0,7114682274.0,7085242664.0,
Basic Average Shares,7047258666.0,7003698370.0,6966156365.0,6934576084.0,
Diluted EPS,71.14,61.96,47.84,35.44,
Basic EPS,72.41,63.19,48.86,36.21,
Diluted NI Availto Com Stockholders,509874000000.0,441875400000.0,340366408000.0,251100960000.0,
Average Dilution Earnings,-418000000.0,-688300000.0,,,
Net Income Common Stockholders,510291955000.0,442563735000.0,340366408000.0,251100960000.0,
Net Income,510291955000.0,442563735000.0,340366408000.0,251100960000.0,
Minority Interests,-35401801000.0,-18241392000.0,-14246738000.0,-14281645000.0,
Net Income Including Noncontrolling Interests,545693565000.0,460805103000.0,354613146000.0,265382605000.0,
Net Income Extraordinary,,,0.0,0.0,0.0
Net Income Continuous Operations,545693565000.0,460805103000.0,354613146000.0,265382605000.0,
Tax Provision,184348300000.0,154276200000.0,117934400000.0,84574400000.0,
Pretax Income,730041865000.0,615081303000.0,354613146000.0,265382605000.0,
Special Income Charges,439077000.0,144093000.0,542579000.0,56635000.0,
Other Special Charges,-439077000.0,-144093000.0,-542579000.0,-56635000.0,
Gain On Sale Of Security,,30822095000.0,-2504473000.0,25126881000.0,79823949000.0
Depreciation Amortization Depletion Income Statement,26273160000.0,19352106000.0,15145592000.0,13300074000.0,
Depreciation And Amortization In Income Statement,,19352106000.0,15145592000.0,13300074000.0,13400744000.0
Depreciation Income Statement,26273160000.0,19352106000.0,15145592000.0,13300074000.0,
Selling General And Administration,552972889000.0,370325892000.0,301948279000.0,258700517000.0,
Selling And Marketing Expense,52494869000.0,66279545000.0,65407090000.0,49011460000.0,
General And Administrative Expense,974361200000.0,304046347000.0,236541189000.0,209689057000.0,
Other Gand A,,,10188362000.0,9324939000.0,7951883000.0
Insurance And Claims,241165358000.0,95126170000.0,68215530000.0,72063619000.0,
Rent And Landing Fees,,17054394000.0,15846567000.0,14085917000.0,13829516000.0
Salaries And Wages,236508575000.0,191865783000.0,152479092000.0,123539521000.0,
Total Revenue,2047152637000.0,1612101952000.0,1355811552000.0,1163639822000.0,
Operating Revenue,2047152637000.0,1612101952000.0,1355811552000.0,1163639822000.0,
Occupancy And Equipment,38200665000.0,36171827000.0,34644161000.0,26994748000.0,
Professional Expense And Contract Services Expense,,1759687000.0,2020560000.0,1926738000.0,2372867000.0
Other Non Interest Expense,658084121000.0,570657210000.0,470631640000.0,430595198000.0,
