,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,67829862.833467,-253043112.899196,31687756.652659,13836047.52123
Tax Rate For Calcs,0.259288,0.274689,0.250893,0.247072
Total Unusual Items,261600000.0,-921200000.0,126300000.0,56000000.0
Total Unusual Items Excluding Goodwill,261600000.0,-921200000.0,126300000.0,56000000.0
Net Income From Continuing Operation Net Minority Interest,18794400000.0,14360200000.0,13277600000.0,11733400000.0
Reconciled Depreciation,2225500000.0,1828600000.0,1388400000.0,1011700000.0
Net Interest Income,29406600000.0,24411200000.0,21614200000.0,20682200000.0
Interest Expense,41240800000.0,33508300000.0,23688900000.0,22482100000.0
Interest Income,70647400000.0,57919500000.0,45303100000.0,43164300000.0
Normalized Income,18600629862.833466,15028356887.100803,13182987756.652658,11691236047.52123
Net Income From Continuing And Discontinued Operation,18794400000.0,14360200000.0,13277600000.0,11733400000.0
Diluted Average Shares,110213031.0,110206613.0,110197353.0,110189715.0
Basic Average Shares,110213031.0,110206613.0,110197353.0,110189715.0
Diluted EPS,170.53,130.31,120.49,106.48
Basic EPS,170.53,130.31,120.49,106.48
Diluted NI Availto Com Stockholders,18794400000.0,14360200000.0,13277600000.0,11733400000.0
Net Income Common Stockholders,18794400000.0,14360200000.0,13277600000.0,11733400000.0
Net Income,18794400000.0,14360200000.0,13277600000.0,11733400000.0
Minority Interests,0.0,-4063400000.0,-1817500000.0,-1229000000.0
Net Income Including Noncontrolling Interests,18794400000.0,18423600000.0,15095100000.0,12962400000.0
Net Income Continuous Operations,18794400000.0,18423600000.0,15095100000.0,12962400000.0
Tax Provision,6345800000.0,5387000000.0,4292700000.0,3500100000.0
Pretax Income,24473900000.0,19611300000.0,17109700000.0,14166300000.0
Other Non Operating Income Expenses,145400000.0,33900000.0,353600000.0,216300000.0
Special Income Charges,261600000.0,-921200000.0,126300000.0,56000000.0
Other Special Charges,-344200000.0,902400000.0,-40400000.0,-109000000.0
Write Off,82600000.0,18800000.0,-85900000.0,53000000.0
Gain On Sale Of Security,2108300000.0,4096700000.0,1144400000.0,1099100000.0
Operating Expense,15471500000.0,14217500000.0,11427500000.0,10072900000.0
Other Operating Expenses,0.0,0.0,0.0,0.0
Depreciation And Amortization In Income Statement,2225600000.0,1828600000.0,1388400000.0,1011700000.0
Depreciation Income Statement,2225600000.0,1828600000.0,1388400000.0,1011700000.0
Selling General And Administration,3531900000.0,3770900000.0,3064100000.0,2692200000.0
Selling And Marketing Expense,47200000.0,44400000.0,154100000.0,71900000.0
General And Administrative Expense,3484700000.0,3726500000.0,2910000000.0,2620300000.0
Insurance And Claims,29700000.0,28300000.0,29300000.0,48900000.0
Rent And Landing Fees,180200000.0,217700000.0,175400000.0,108000000.0
Total Revenue,42141300000.0,36276400000.0,29525600000.0,27822200000.0
Operating Revenue,42141300000.0,36276400000.0,29525600000.0,27822200000.0
