,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,225973280.0,174144900.0,-4863870.0,-315811980.0
Tax Rate For Calcs,0.2192,0.199,0.2601,0.2607
Normalized EBITDA,27119600000.0,21163100000.0,17381000000.0,11092200000.0
Total Unusual Items,1030900000.0,875100000.0,-18700000.0,-1211400000.0
Total Unusual Items Excluding Goodwill,1030900000.0,875100000.0,-18700000.0,-1211400000.0
Net Income From Continuing Operation Net Minority Interest,21629000000.0,17312200000.0,12578000000.0,7096200000.0
Reconciled Depreciation,411500000.0,396000000.0,334000000.0,257600000.0
Reconciled Cost Of Revenue,64122600000.0,51180700000.0,36126900000.0,24715600000.0
EBITDA,28150500000.0,22038200000.0,17362300000.0,9880800000.0
EBIT,27739000000.0,21642200000.0,17028300000.0,9623200000.0
Net Interest Income,1787400000.0,1116900000.0,546400000.0,138200000.0
Interest Expense,36700000.0,29000000.0,27700000.0,24600000.0
Interest Income,1844400000.0,1166900000.0,593900000.0,182100000.0
Normalized Income,20824073280.0,16611244900.0,12591836130.0,7991788020.0
Net Income From Continuing And Discontinued Operation,21629000000.0,17312200000.0,12578000000.0,7096200000.0
Total Expenses,66914100000.0,53677400000.0,38345800000.0,26206500000.0
Rent Expense Supplemental,56000000.0,74000000.0,61200000.0,44300000.0
Diluted Average Shares,8098589857.0,8328146701.0,8328146701.0,8328146701.0
Basic Average Shares,8092176495.0,8328146701.0,8328146701.0,8328146701.0
Diluted EPS,2.67,2.078758,1.5103,0.852074
Basic EPS,2.67,2.078758,1.5103,0.852074
Diluted NI Availto Com Stockholders,21629000000.0,17312200000.0,12578000000.0,7096200000.0
Net Income Common Stockholders,21629000000.0,17312200000.0,12578000000.0,7096200000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,21629000000.0,17312200000.0,12578000000.0,7096200000.0
Net Income Including Noncontrolling Interests,21629000000.0,17312200000.0,12578000000.0,7096200000.0
Net Income Continuous Operations,21629000000.0,17312200000.0,12578000000.0,7096200000.0
Tax Provision,6073300000.0,4301000000.0,4422600000.0,2502400000.0
Pretax Income,27702300000.0,21613200000.0,17000600000.0,9598600000.0
Other Non Operating Income Expenses,3500000.0,4000000.0,4100000.0,3200000.0
Special Income Charges,-611700000.0,-456900000.0,-1139100000.0,-1801100000.0
Other Special Charges,27200000.0,7700000.0,7000000.0,4800000.0
Write Off,584500000.0,449200000.0,1132100000.0,1796300000.0
Net Non Operating Interest Income Expense,1787400000.0,1116900000.0,546400000.0,138200000.0
Total Other Finance Cost,20300000.0,21000000.0,19800000.0,19300000.0
Interest Expense Non Operating,36700000.0,29000000.0,27700000.0,24600000.0
Interest Income Non Operating,1844400000.0,1166900000.0,593900000.0,182100000.0
Operating Income,24880500000.0,19617200000.0,16468800000.0,10668600000.0
Operating Expense,2791500000.0,2496700000.0,2218900000.0,1490900000.0
Other Operating Expenses,1631000000.0,1426100000.0,1028100000.0,655500000.0
Depreciation And Amortization In Income Statement,411500000.0,396000000.0,334000000.0,257600000.0
Amortization,114100000.0,95300000.0,65900000.0,43500000.0
Depreciation Income Statement,297400000.0,300700000.0,268100000.0,214100000.0
Selling General And Administration,233600000.0,202100000.0,243200000.0,164500000.0
Selling And Marketing Expense,37500000.0,36500000.0,97800000.0,51600000.0
General And Administrative Expense,196100000.0,165600000.0,145400000.0,112900000.0
Rent And Landing Fees,56000000.0,74000000.0,61200000.0,44300000.0
Gross Profit,27672000000.0,22113900000.0,18687700000.0,12159500000.0
Cost Of Revenue,64122600000.0,51180700000.0,36126900000.0,24715600000.0
Total Revenue,91794600000.0,73294600000.0,54814600000.0,36875100000.0
Operating Revenue,91794600000.0,73294600000.0,54814600000.0,36875100000.0
