,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,169171112.368361,135805266.391924,75565393.911012,61938547.858852
Tax Rate For Calcs,0.24259,0.245422,0.244264,0.236788
Normalized EBITDA,6742521000.0,5280200000.0,3538323000.0,3938621000.0
Total Unusual Items,697354000.0,553354000.0,309359000.0,261578000.0
Total Unusual Items Excluding Goodwill,697354000.0,553354000.0,309359000.0,261578000.0
Net Income From Continuing Operation Net Minority Interest,5266412000.0,4191058000.0,2759390000.0,3111812000.0
Reconciled Depreciation,489843000.0,272337000.0,194804000.0,114628000.0
Reconciled Cost Of Revenue,2605734000.0,1853567000.0,1333735000.0,1017480000.0
EBITDA,7439875000.0,5833554000.0,3847682000.0,4200199000.0
EBIT,6950032000.0,5561217000.0,3652878000.0,4085571000.0
Net Interest Income,423969000.0,379180000.0,251284000.0,153997000.0
Interest Expense,1003000.0,1101000.0,1335000.0,99000.0
Interest Income,424972000.0,380281000.0,252619000.0,154096000.0
Normalized Income,4738229112.368361,3773509266.391924,2525596393.911012,2912172547.858852
Net Income From Continuing And Discontinued Operation,5266412000.0,4191058000.0,2759390000.0,3111812000.0
Total Expenses,5063891000.0,3500838000.0,2461291000.0,1864568000.0
Rent Expense Supplemental,58741000.0,30976000.0,26489000.0,20141000.0
Diluted Average Shares,209000000.0,209000000.0,209000000.0,209000000.0
Basic Average Shares,209000000.0,209000000.0,209000000.0,209000000.0
Diluted EPS,25.2,20.05,13.205,14.89
Basic EPS,25.2,20.05,13.205,14.89
Diluted NI Availto Com Stockholders,5266412000.0,4191058000.0,2759390000.0,3111812000.0
Net Income Common Stockholders,5266412000.0,4191058000.0,2759390000.0,3111812000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,5266412000.0,4191058000.0,2759390000.0,3111812000.0
Minority Interests,3148000.0,-4483000.0,-211000.0,-6269000.0
Net Income Including Noncontrolling Interests,5263264000.0,4195541000.0,2759601000.0,3118081000.0
Net Income Continuous Operations,5263264000.0,4195541000.0,2759601000.0,3118081000.0
Tax Provision,1685765000.0,1364575000.0,891942000.0,967391000.0
Pretax Income,6949029000.0,5560116000.0,3651543000.0,4085472000.0
Other Non Operating Income Expenses,40113000.0,16685000.0,42557000.0,35277000.0
Special Income Charges,13053000.0,18848000.0,-13383000.0,-54937000.0
Other Special Charges,4993000.0,-638000.0,-19844000.0,-2006000.0
Write Off,-18046000.0,-18210000.0,33227000.0,56943000.0
Net Non Operating Interest Income Expense,423969000.0,379180000.0,251284000.0,153997000.0
Interest Expense Non Operating,1003000.0,1101000.0,1335000.0,99000.0
Interest Income Non Operating,424972000.0,380281000.0,252619000.0,154096000.0
Operating Income,5758189000.0,4621728000.0,3089577000.0,3648740000.0
Operating Expense,2458157000.0,1647271000.0,1127556000.0,847088000.0
Other Operating Expenses,1345969000.0,994740000.0,642649000.0,511281000.0
Depreciation And Amortization In Income Statement,489843000.0,272337000.0,194804000.0,114628000.0
Amortization,212600000.0,134291000.0,93174000.0,52500000.0
Depreciation Income Statement,277243000.0,138046000.0,101630000.0,114628000.0
Selling General And Administration,386608000.0,221765000.0,168273000.0,122949000.0
Selling And Marketing Expense,57784000.0,43467000.0,24171000.0,13689000.0
General And Administrative Expense,328824000.0,178298000.0,144102000.0,109260000.0
Rent And Landing Fees,58741000.0,30976000.0,26489000.0,20141000.0
Gross Profit,8216346000.0,6268999000.0,4217133000.0,4495828000.0
Cost Of Revenue,2605734000.0,1853567000.0,1333735000.0,1017480000.0
Total Revenue,10822080000.0,8122566000.0,5550868000.0,5513308000.0
Operating Revenue,10822080000.0,8122566000.0,5550868000.0,5513308000.0
