,2025-03-31,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,
Normalized EBITDA,435700000.0,-3010911000.0,-1443244000.0,3352240000.0,
Total Unusual Items,350400000.0,-97849000.0,153980000.0,2146000.0,
Total Unusual Items Excluding Goodwill,350400000.0,-97849000.0,153980000.0,2146000.0,
Net Income From Continuing Operation Net Minority Interest,-2148900000.0,-5689200000.0,-3598537000.0,1187115000.0,
Reconciled Depreciation,692000000.0,531200000.0,494984000.0,510143000.0,
Reconciled Cost Of Revenue,33904800000.0,12864106000.0,12477371000.0,14823265000.0,
EBITDA,786100000.0,-3108760000.0,-1289264000.0,3354386000.0,
EBIT,94100000.0,-3639986000.0,-1784248000.0,2844243000.0,
Net Interest Income,-2243000000.0,-2379463000.0,-2037119000.0,-1872666000.0,
Interest Expense,2243000000.0,2049214000.0,1814289000.0,1657128000.0,
Interest Income,,29166000.0,54127000.0,48526000.0,116060000.0
Normalized Income,-2499300000.0,-5591351000.0,-3752517000.0,1184969000.0,
Net Income From Continuing And Discontinued Operation,-2148900000.0,-5689200000.0,-3598537000.0,1187115000.0,
Total Expenses,37455100000.0,16156129000.0,15881522000.0,15789244000.0,
Rent Expense Supplemental,,13051000.0,15469000.0,16152000.0,19642000.0
Diluted Average Shares,959330357.0,961013514.0,944488639.0,933522869.0,
Basic Average Shares,959330357.0,961013514.0,944488639.0,933522869.0,
Diluted EPS,-2.24,-5.92,-3.81,1.27,
Basic EPS,-2.24,-5.92,-3.81,1.27,
Diluted NI Availto Com Stockholders,-2148900000.0,-5689200000.0,-3598537000.0,1187115000.0,
Net Income Common Stockholders,-2148900000.0,-5689200000.0,-3598537000.0,1187115000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Preferred Stock Dividends,,0.0,,0.0,
Net Income,-2148900000.0,-5689200000.0,-3598537000.0,1187115000.0,
Net Income Including Noncontrolling Interests,-2148900000.0,-5689200000.0,-3598537000.0,1187115000.0,
Net Income Continuous Operations,-2148900000.0,-5689200000.0,-3598537000.0,1187115000.0,
Tax Provision,0.0,0.0,0.0,0.0,
Pretax Income,-2148900000.0,-5689200000.0,-3598537000.0,1187115000.0,
Other Non Operating Income Expenses,852000000.0,306507000.0,212427000.0,253562000.0,
Special Income Charges,350400000.0,-97849000.0,153980000.0,2146000.0,
Other Special Charges,-350400000.0,11483000.0,-141000.0,,
Write Off,,86366000.0,78000.0,32302000.0,870000.0
Restructuring And Mergern Acquisition,,0.0,-153917000.0,-34448000.0,-281064000.0
Net Non Operating Interest Income Expense,-2243000000.0,-2379463000.0,-2037119000.0,-1872666000.0,
Total Other Finance Cost,,359415000.0,276957000.0,264064000.0,153742000.0
Interest Expense Non Operating,2243000000.0,2049214000.0,1814289000.0,1657128000.0,
Interest Income Non Operating,,29166000.0,54127000.0,48526000.0,116060000.0
Operating Income,-1290900000.0,-3519807000.0,-1927269000.0,2818069000.0,
Operating Expense,3550300000.0,3292023000.0,3404151000.0,965979000.0,
Other Operating Expenses,939800000.0,34553000.0,369585000.0,85756000.0,
Depreciation And Amortization In Income Statement,692000000.0,531226000.0,494984000.0,510142000.0,
Depreciation Income Statement,692000000.0,531226000.0,494984000.0,510142000.0,
Selling General And Administration,,449149000.0,330038000.0,340529000.0,380681000.0
Selling And Marketing Expense,,55052000.0,9451000.0,37057000.0,6242000.0
General And Administrative Expense,,394097000.0,320587000.0,303472000.0,374439000.0
Rent And Landing Fees,,13051000.0,15469000.0,16152000.0,19642000.0
Gross Profit,2259400000.0,-227784000.0,1476882000.0,3784048000.0,
Cost Of Revenue,33904800000.0,12864106000.0,12477371000.0,14823265000.0,
Total Revenue,36164200000.0,12636300000.0,13954253000.0,18607313000.0,
Operating Revenue,36164200000.0,12636300000.0,13954253000.0,18607313000.0,
