,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,495592.799503,245062.093436,1773075.743637,-174595114.99376
Tax Rate For Calcs,0.247796,0.245062,0.253297,0.267784
Normalized EBITDA,10085000000.0,10195000000.0,8027000000.0,7549000000.0
Total Unusual Items,2000000.0,1000000.0,7000000.0,-652000000.0
Total Unusual Items Excluding Goodwill,2000000.0,1000000.0,7000000.0,-652000000.0
Net Income From Continuing Operation Net Minority Interest,6059000000.0,6383000000.0,4870000000.0,4107000000.0
Reconciled Depreciation,178890000.0,147250000.0,1237000000.0,1055000000.0
Reconciled Cost Of Revenue,62577000000.0,55800000000.0,47433000000.0,36786000000.0
EBITDA,10087000000.0,10196000000.0,8034000000.0,6897000000.0
EBIT,8298000000.0,8723000000.0,6797000000.0,5842000000.0
Net Interest Income,-129000000.0,-205000000.0,-221000000.0,-267000000.0
Interest Expense,243000000.0,268000000.0,275000000.0,233000000.0
Interest Income,118000000.0,68000000.0,57000000.0,18000000.0
Normalized Income,6057495592.799503,6382245062.093436,4864773075.743637,4584404885.00624
Net Income From Continuing And Discontinued Operation,6059000000.0,6383000000.0,4870000000.0,4107000000.0
Total Expenses,84714000000.0,74347000000.0,63596000000.0,49584000000.0
Rent Expense Supplemental,167000000.0,147000000.0,162000000.0,132000000.0
Diluted Average Shares,6631661898.0,6631661898.0,6631661898.0,6624193548.0
Basic Average Shares,6631661898.0,6631661898.0,6631661898.0,6624193548.0
Diluted EPS,0.913333,0.96,0.733333,0.62
Basic EPS,0.913333,0.96,0.733333,0.62
Diluted NI Availto Com Stockholders,6059000000.0,6383000000.0,4870000000.0,4107000000.0
Net Income Common Stockholders,6059000000.0,6383000000.0,4870000000.0,4107000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,6059000000.0,6383000000.0,4870000000.0,4107000000.0
Net Income Including Noncontrolling Interests,6059000000.0,6383000000.0,4870000000.0,4107000000.0
Net Income Continuous Operations,6059000000.0,6383000000.0,4870000000.0,4107000000.0
Tax Provision,1996000000.0,2072000000.0,1652000000.0,1502000000.0
Pretax Income,8055000000.0,8455000000.0,6522000000.0,5609000000.0
Other Non Operating Income Expenses,119200000.0,68900000.0,116700000.0,300200000.0
Special Income Charges,2000000.0,1000000.0,7000000.0,-652000000.0
Other Special Charges,-2000000.0,-1000000.0,-7000000.0,652000000.0
Write Off,0.0,0.0,0.0,0.0
Net Non Operating Interest Income Expense,-129000000.0,-205000000.0,-221000000.0,-267000000.0
Total Other Finance Cost,4000000.0,5000000.0,3000000.0,52000000.0
Interest Expense Non Operating,243000000.0,268000000.0,275000000.0,233000000.0
Interest Income Non Operating,118000000.0,68000000.0,57000000.0,18000000.0
Operating Income,8002000000.0,8393000000.0,6630000000.0,6288000000.0
Operating Expense,22137000000.0,18547000000.0,16163000000.0,12798000000.0
Other Operating Expenses,3204000000.0,2619000000.0,2403000000.0,1873000000.0
Depreciation And Amortization In Income Statement,1789000000.0,1473000000.0,1237000000.0,1055000000.0
Depreciation Income Statement,1789000000.0,1473000000.0,1237000000.0,1055000000.0
Selling General And Administration,1250000000.0,1033000000.0,931000000.0,792000000.0
Selling And Marketing Expense,400000000.0,339000000.0,310000000.0,238000000.0
General And Administrative Expense,850000000.0,694000000.0,621000000.0,554000000.0
Rent And Landing Fees,167000000.0,147000000.0,162000000.0,132000000.0
Gross Profit,30139000000.0,26940000000.0,22793000000.0,19086000000.0
Cost Of Revenue,62577000000.0,55800000000.0,47433000000.0,36786000000.0
Total Revenue,92716000000.0,82740000000.0,70226000000.0,55872000000.0
Operating Revenue,92716000000.0,82740000000.0,70226000000.0,55872000000.0
