,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,14341512.0,-48331624.0,27247416.0,408748065.0
Tax Rate For Calcs,0.25981,0.27016,0.24636,0.12765
Normalized EBITDA,7454000000.0,5678100000.0,4888100000.0,4949600000.0
Total Unusual Items,55200000.0,-178900000.0,110600000.0,3202100000.0
Total Unusual Items Excluding Goodwill,55200000.0,-178900000.0,110600000.0,3202100000.0
Net Income From Continuing Operation Net Minority Interest,3590000000.0,2170400000.0,2190200000.0,5663700000.0
Reconciled Depreciation,2165700000.0,2129000000.0,1879100000.0,1495600000.0
Reconciled Cost Of Revenue,53163000000.0,46571700000.0,46623500000.0,41915100000.0
EBITDA,7509200000.0,5499200000.0,4998700000.0,8151700000.0
EBIT,5343500000.0,3370200000.0,3119600000.0,6656100000.0
Net Interest Income,1315500000.0,1009300000.0,675900000.0,323200000.0
Interest Expense,442300000.0,296900000.0,147300000.0,152200000.0
Interest Income,1763700000.0,1311600000.0,826000000.0,481900000.0
Normalized Income,3549141512.0,2300968376.0,2106847416.0,2870348065.0
Net Income From Continuing And Discontinued Operation,3590000000.0,2170400000.0,2190200000.0,5663700000.0
Total Expenses,75641400000.0,66012200000.0,64340000000.0,58678900000.0
Rent Expense Supplemental,367500000.0,471400000.0,639000000.0,735800000.0
Diluted Average Shares,126871830.0,126871830.0,126871830.0,126871830.0
Basic Average Shares,126871830.0,126871830.0,126871830.0,126871830.0
Diluted EPS,28.3,17.11,17.26,44.64
Basic EPS,28.3,17.11,17.26,44.64
Diluted NI Availto Com Stockholders,3590000000.0,2170400000.0,2190200000.0,5663700000.0
Net Income Common Stockholders,3590000000.0,2170400000.0,2190200000.0,5663700000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,3590000000.0,2170400000.0,2190200000.0,5663700000.0
Minority Interests,-37800000.0,-72600000.0,-49900000.0,-10000000.0
Net Income Including Noncontrolling Interests,3627800000.0,2243000000.0,2240100000.0,5673700000.0
Net Income Continuous Operations,3627800000.0,2243000000.0,2240100000.0,5673700000.0
Tax Provision,1273400000.0,830300000.0,732200000.0,830200000.0
Pretax Income,4901200000.0,3073300000.0,2972300000.0,6503900000.0
Other Non Operating Income Expenses,31500000.0,37100000.0,78600000.0,43500000.0
Special Income Charges,75700000.0,-186400000.0,-3200000.0,3246600000.0
Other Special Charges,-75700000.0,186400000.0,3200000.0,-3246600000.0
Restructuring And Mergern Acquisition,,,,-3245900000.0
Net Non Operating Interest Income Expense,1315500000.0,1009300000.0,675900000.0,323200000.0
Total Other Finance Cost,5900000.0,5400000.0,2800000.0,6500000.0
Interest Expense Non Operating,442300000.0,296900000.0,147300000.0,152200000.0
Interest Income Non Operating,1763700000.0,1311600000.0,826000000.0,481900000.0
Operating Income,3540100000.0,2273700000.0,2301400000.0,3255600000.0
Operating Expense,22478400000.0,19440500000.0,17716500000.0,16763800000.0
Other Operating Expenses,4673800000.0,3984300000.0,3356500000.0,2949800000.0
Depreciation And Amortization In Income Statement,2131700000.0,2103200000.0,1854100000.0,1474600000.0
Amortization,168200000.0,168400000.0,169000000.0,95700000.0
Depreciation Income Statement,1963500000.0,1934800000.0,1685100000.0,1378900000.0
Research And Development,528500000.0,424500000.0,493700000.0,399600000.0
Selling General And Administration,6289700000.0,5398000000.0,5140900000.0,5059800000.0
Selling And Marketing Expense,5791700000.0,4905700000.0,4718600000.0,4718800000.0
General And Administrative Expense,498000000.0,492300000.0,422300000.0,341000000.0
Rent And Landing Fees,367500000.0,471400000.0,639000000.0,735800000.0
Gross Profit,26946200000.0,22541200000.0,20017900000.0,20019400000.0
Cost Of Revenue,53163000000.0,46571700000.0,46623500000.0,41915100000.0
Total Revenue,79181500000.0,68285900000.0,66641400000.0,61934500000.0
Operating Revenue,79181500000.0,68285900000.0,66641400000.0,61934500000.0
