,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,30847775.476593,29427414.724672,-9897652.016857,0.0
Tax Rate For Calcs,0.212143,0.283228,0.298842,0.262371
Normalized EBITDA,7744850000.0,6680170000.0,5348650000.0,6132000000.0
Total Unusual Items,145410000.0,103900000.0,-33120000.0,37530000.0
Total Unusual Items Excluding Goodwill,145410000.0,103900000.0,-33120000.0,37530000.0
Net Income From Continuing Operation Net Minority Interest,4871380000.0,3577350000.0,2388480000.0,3448000000.0
Reconciled Depreciation,1419220000.0,1435970000.0,1501930000.0,1081000000.0
Reconciled Cost Of Revenue,8231230000.0,7644290000.0,7291860000.0,5023000000.0
EBITDA,7890260000.0,6784070000.0,5315530000.0,6132000000.0
EBIT,6471040000.0,5348100000.0,3813600000.0,5051000000.0
Net Interest Income,441530000.0,260710000.0,-43550000.0,-302000000.0
Interest Expense,223050000.0,293590000.0,375330000.0,302000000.0
Interest Income,664580000.0,554300000.0,331780000.0,472610000.0
Normalized Income,4756817775.476593,3502877414.724672,2411702347.983143,3448000000.0
Net Income From Continuing And Discontinued Operation,4871380000.0,3577350000.0,2388480000.0,3448000000.0
Total Expenses,19007780000.0,17596290000.0,16651790000.0,13503000000.0
Rent Expense Supplemental,305980000.0,271690000.0,248960000.0,260560000.0
Diluted Average Shares,166836368.0,166472506.0,166235884.0,165888862.0
Basic Average Shares,166585974.0,166212880.0,165728886.0,165371703.0
Diluted EPS,29.2,21.49,14.37,20.785
Basic EPS,29.24,21.525,14.41,20.85
Diluted NI Availto Com Stockholders,4871380000.0,3577350000.0,2388480000.0,3448000000.0
Net Income Common Stockholders,4871380000.0,3577350000.0,2388480000.0,3448000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,4871380000.0,3577350000.0,2388480000.0,3448000000.0
Minority Interests,-51140000.0,-45580000.0,-22290000.0,-55000000.0
Net Income Including Noncontrolling Interests,4922520000.0,3622930000.0,2410770000.0,3503000000.0
Net Income Continuous Operations,4922520000.0,3622930000.0,2410770000.0,3503000000.0
Tax Provision,1325470000.0,1431580000.0,1027500000.0,1246000000.0
Pretax Income,6247990000.0,5054510000.0,3438270000.0,4749000000.0
Other Non Operating Income Expenses,56610000.0,21170000.0,300000.0,-2320000000.0
Special Income Charges,-63890000.0,-70000.0,-97330000.0,5910000.0
Other Special Charges,18160000.0,-7110000.0,-15030000.0,1050000.0
Write Off,45730000.0,7180000.0,112360000.0,-6960000.0
Net Non Operating Interest Income Expense,441530000.0,260710000.0,-43550000.0,-302000000.0
Interest Expense Non Operating,223050000.0,293590000.0,375330000.0,302000000.0
Interest Income Non Operating,664580000.0,554300000.0,331780000.0,472610000.0
Operating Income,5604440000.0,4668730000.0,3514640000.0,7371000000.0
Operating Expense,10776550000.0,9952000000.0,9359930000.0,8480000000.0
Other Operating Expenses,2099720000.0,2043830000.0,2135990000.0,3750000000.0
Depreciation And Amortization In Income Statement,1419220000.0,1435970000.0,1501930000.0,1081000000.0
Amortization,606910000.0,601470000.0,604140000.0,301420000.0
Depreciation Income Statement,812310000.0,834500000.0,897790000.0,1081000000.0
Selling General And Administration,2129760000.0,1956210000.0,1710220000.0,1677860000.0
Selling And Marketing Expense,778410000.0,733490000.0,507800000.0,367640000.0
General And Administrative Expense,1351350000.0,1222720000.0,1202420000.0,1310220000.0
Rent And Landing Fees,305980000.0,271690000.0,248960000.0,260560000.0
Gross Profit,16380990000.0,14620730000.0,12874570000.0,15851000000.0
Cost Of Revenue,8231230000.0,7644290000.0,7291860000.0,5023000000.0
Total Revenue,24612220000.0,22265020000.0,20166430000.0,20874000000.0
Operating Revenue,24612220000.0,22265020000.0,20166430000.0,20874000000.0
