,2025-03-31,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Tax Effect Of Unusual Items,614877340.230699,-7426961.112561,-188179709.792844,4604824511.380191,
Tax Rate For Calcs,0.19838,0.154086,0.130744,0.138315,
Normalized EBITDA,406221700000.0,409533600000.0,393940300000.0,375921300000.0,
Total Unusual Items,3099500000.0,-48200000.0,-1439300000.0,33292400000.0,
Total Unusual Items Excluding Goodwill,3099500000.0,-48200000.0,-1439300000.0,33292400000.0,
Net Income From Continuing Operation Net Minority Interest,152451300000.0,161445500000.0,151711700000.0,173538100000.0,
Reconciled Depreciation,129041500000.0,130952700000.0,133333800000.0,128716600000.0,
Reconciled Cost Of Revenue,,14971600000.0,13258800000.0,13174400000.0,11702900000.0
EBITDA,410320200000.0,411255900000.0,392501000000.0,409213700000.0,
EBIT,277180200000.0,278580900000.0,259167200000.0,280497100000.0,
Net Interest Income,-87001300000.0,-71602600000.0,-68879300000.0,-69615300000.0,
Interest Expense,91099800000.0,89449800000.0,84636700000.0,79103300000.0,
Interest Income,16646900000.0,15975500000.0,16739700000.0,8620400000.0,
Normalized Income,152451300000.0,161445500000.0,152962820290.20715,144850524511.3802,
Net Income From Continuing And Discontinued Operation,152451300000.0,161445500000.0,151711700000.0,173538100000.0,
Total Expenses,183106000000.0,181691500000.0,184845600000.0,175237300000.0,
Rent Expense Supplemental,3365400000.0,2621800000.0,2348200000.0,2084800000.0,
Diluted Average Shares,9299844218.0,9302962963.0,9300603819.0,9300603818.0,
Basic Average Shares,9300603819.0,9300603819.0,9300603819.0,9300603818.0,
Diluted EPS,16.69,16.74,16.58,18.09,
Basic EPS,16.69,16.74,16.58,18.09,
Diluted NI Availto Com Stockholders,155214400000.0,155731600000.0,154197400000.0,168240700000.0,
Net Income Common Stockholders,155214400000.0,155731600000.0,154197400000.0,168240700000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,155214400000.0,155731600000.0,154197400000.0,168240700000.0,
Net Income Including Noncontrolling Interests,155214400000.0,155731600000.0,154197400000.0,168240700000.0,
Net Income Extraordinary,2763100000.0,-5713900000.0,2485700000.0,-5297400000.0,
Net Income Continuous Operations,152451300000.0,161445500000.0,151711700000.0,173538100000.0,
Tax Provision,37727600000.0,29407900000.0,22818800000.0,27855700000.0,
Pretax Income,190178900000.0,190853400000.0,174530500000.0,201393800000.0,
Other Non Operating Income Expenses,1505300000.0,2107100000.0,2987500000.0,4849000000.0,
Special Income Charges,,-293500000.0,-220900000.0,32919200000.0,-10811300000.0
Other Special Charges,-2436000000.0,199900000.0,220900000.0,-32919200000.0,
Impairment Of Capital Assets,,93600000.0,0.0,,
Net Non Operating Interest Income Expense,-66595200000.0,-71602600000.0,-68879300000.0,-69615300000.0,
Total Other Finance Cost,-7857700000.0,-1871700000.0,982300000.0,-867600000.0,
Interest Expense Non Operating,91099800000.0,89449800000.0,84636700000.0,79103300000.0,
Interest Income Non Operating,,15975500000.0,16739700000.0,8620400000.0,2718600000.0
Operating Income,261612200000.0,268076200000.0,255206600000.0,232662600000.0,
Operating Expense,166934700000.0,166719900000.0,171586800000.0,162062900000.0,
Other Operating Expenses,14698900000.0,13006700000.0,13005500000.0,10736200000.0,
Depreciation And Amortization In Income Statement,129041500000.0,130952700000.0,133333800000.0,128716600000.0,
Amortization,1259600000.0,1320700000.0,1323600000.0,1272500000.0,
Depreciation Income Statement,127781900000.0,129632000000.0,132010200000.0,127444100000.0,
Research And Development,,,,3400000.0,45500000.0
Selling General And Administration,,5278700000.0,4620600000.0,3425100000.0,2804700000.0
Selling And Marketing Expense,518500000.0,142100000.0,172400000.0,91100000.0,
General And Administrative Expense,8238800000.0,5136600000.0,4448200000.0,3334000000.0,
Rent And Landing Fees,,2621800000.0,2348200000.0,2084800000.0,1914900000.0
Gross Profit,424557900000.0,427055900000.0,426793400000.0,394725500000.0,
Cost Of Revenue,16171300000.0,14971600000.0,13258800000.0,13174400000.0,
Total Revenue,440729200000.0,442027500000.0,440052200000.0,407899900000.0,
Operating Revenue,457923200000.0,458431000000.0,440052200000.0,407899900000.0,
