,2025-03-31,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Tax Effect Of Unusual Items,-95633100.744529,1135692357.895047,-249148556.222767,-627689081.028043,
Tax Rate For Calcs,0.255772,0.266814,0.222474,0.253622,
Normalized EBITDA,78855900000.0,30443700000.0,26770300000.0,50501400000.0,
Total Unusual Items,-373900000.0,4256500000.0,-1119900000.0,-2474900000.0,
Total Unusual Items Excluding Goodwill,-373900000.0,4256500000.0,-1119900000.0,-2474900000.0,
Net Income From Continuing Operation Net Minority Interest,52679400000.0,19884600000.0,14346600000.0,29514100000.0,
Reconciled Depreciation,7275800000.0,7496500000.0,7158000000.0,8365900000.0,
Reconciled Cost Of Revenue,71837700000.0,81584500000.0,96630600000.0,69801900000.0,
EBITDA,78482000000.0,34700200000.0,25650400000.0,48026500000.0,
EBIT,71206200000.0,27203700000.0,18492400000.0,39660600000.0,
Net Interest Income,2448900000.0,1668500000.0,1742600000.0,1872300000.0,
Interest Expense,423200000.0,82900000.0,40800000.0,117500000.0,
Interest Income,3038600000.0,1840600000.0,1922300000.0,2103600000.0,
Normalized Income,52957666899.25547,16763792357.895046,15217351443.777233,31361310918.97196,
Net Income From Continuing And Discontinued Operation,52679400000.0,19884600000.0,14346600000.0,29514100000.0,
Total Expenses,97822400000.0,109362600000.0,123214700000.0,100975000000.0,
Rent Expense Supplemental,,6700000.0,7800000.0,7900000.0,8800000.0
Diluted Average Shares,1836631787.0,1836631787.0,1836631787.0,1836631787.0,
Basic Average Shares,1836631787.0,1836631787.0,1836631787.0,1836631787.0,
Diluted EPS,28.68,10.83,7.81,16.07,
Basic EPS,28.68,10.83,7.81,16.07,
Diluted NI Availto Com Stockholders,52679400000.0,19884600000.0,14346600000.0,29514100000.0,
Net Income Common Stockholders,52679400000.0,19884600000.0,14346600000.0,29514100000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,52679400000.0,19884600000.0,14346600000.0,29514100000.0,
Net Income Including Noncontrolling Interests,52679400000.0,19884600000.0,14346600000.0,29514100000.0,
Net Income Continuous Operations,52678700000.0,19884600000.0,14346600000.0,29514100000.0,
Tax Provision,18104300000.0,7236200000.0,4105000000.0,10029000000.0,
Pretax Income,70783000000.0,27120800000.0,18451600000.0,39543100000.0,
Other Non Operating Income Expenses,287400000.0,374100000.0,350000000.0,413300000.0,
Special Income Charges,-423000000.0,4173100000.0,-1125600000.0,-2471300000.0,
Other Special Charges,-6100000.0,-4273200000.0,-25600000.0,-4400000.0,
Write Off,67500000.0,41700000.0,32600000.0,16800000.0,
Impairment Of Capital Assets,361600000.0,58400000.0,1118600000.0,2458900000.0,
Net Non Operating Interest Income Expense,2448900000.0,1668500000.0,1742600000.0,1872300000.0,
Total Other Finance Cost,166500000.0,89200000.0,138900000.0,113800000.0,
Interest Expense Non Operating,423200000.0,82900000.0,40800000.0,117500000.0,
Interest Income Non Operating,3038600000.0,1840600000.0,1922300000.0,2103600000.0,
Operating Income,68799500000.0,21338600000.0,18493900000.0,39614800000.0,
Operating Expense,25984700000.0,27778100000.0,26584100000.0,31173100000.0,
Other Operating Expenses,6262400000.0,6032300000.0,6093100000.0,5827400000.0,
Depreciation And Amortization In Income Statement,,7496500000.0,7158000000.0,8365900000.0,6058200000.0
Depreciation Income Statement,,7496500000.0,7158000000.0,8365900000.0,6058200000.0
Selling General And Administration,3106100000.0,3010200000.0,2917400000.0,3264400000.0,
Selling And Marketing Expense,1595600000.0,1672400000.0,1550700000.0,2058400000.0,
General And Administrative Expense,1510500000.0,1337800000.0,1366700000.0,1206000000.0,
Rent And Landing Fees,,6700000.0,7800000.0,7900000.0,8800000.0
Gross Profit,94784200000.0,49116700000.0,45078000000.0,70787900000.0,
Cost Of Revenue,71837700000.0,81584500000.0,96630600000.0,69801900000.0,
Total Revenue,166621900000.0,130701200000.0,141708600000.0,140589800000.0,
Operating Revenue,166621900000.0,130701200000.0,141708600000.0,140589800000.0,
