,2025-03-31,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Tax Effect Of Unusual Items,4453039.896461,-76482.455597,433109.943014,-1612646.398055,
Tax Rate For Calcs,0.257401,0.254942,0.254771,0.255976,
Total Unusual Items,17300000.0,-300000.0,1700000.0,-6300000.0,
Total Unusual Items Excluding Goodwill,17300000.0,-300000.0,1700000.0,-6300000.0,
Net Income From Continuing Operation Net Minority Interest,19164100000.0,24078800000.0,22584700000.0,16161400000.0,
Reconciled Depreciation,1468200000.0,1967500000.0,1638100000.0,1485600000.0,
Net Interest Income,61689100000.0,53550700000.0,45123800000.0,38409200000.0,
Interest Expense,31784000000.0,25893200000.0,16438600000.0,10263300000.0,
Interest Income,93473100000.0,79443900000.0,61562400000.0,48672500000.0,
Normalized Income,19151253039.89646,24079023517.544403,22583433109.943012,16166087353.601946,
Net Income From Continuing And Discontinued Operation,19164100000.0,24078800000.0,22584700000.0,16161400000.0,
Diluted Average Shares,951800000.0,949200000.0,949000000.0,949300000.0,
Basic Average Shares,951200000.0,948200000.0,944300000.0,941900000.0,
Diluted EPS,20.14,25.37,23.8,17.02,
Basic EPS,20.15,25.39,23.92,17.16,
Diluted NI Availto Com Stockholders,19164100000.0,24078800000.0,22584700000.0,16161400000.0,
Net Income Common Stockholders,19164100000.0,24078800000.0,22584700000.0,16161400000.0,
Net Income,19164100000.0,24078800000.0,22584700000.0,16161400000.0,
Net Income Including Noncontrolling Interests,19164100000.0,24078800000.0,22584700000.0,16161400000.0,
Net Income Continuous Operations,19164100000.0,24078800000.0,22584700000.0,16161400000.0,
Tax Provision,6642700000.0,8239200000.0,7721000000.0,5560200000.0,
Pretax Income,25806800000.0,32318000000.0,30305700000.0,21721600000.0,
Special Income Charges,17300000.0,-300000.0,1700000.0,-6300000.0,
Other Special Charges,-17300000.0,300000.0,-1700000.0,6300000.0,
Write Off,,,,,0.0
Gain On Sale Of Security,,,4800000.0,-14100000.0,-607400000.0
Operating Expense,73726400000.0,67240100000.0,60768400000.0,47119700000.0,
Other Operating Expenses,33470700000.0,29385200000.0,25921600000.0,18881500000.0,
Depreciation And Amortization In Income Statement,1468200000.0,1967500000.0,1638100000.0,1485600000.0,
Amortization,571500000.0,598100000.0,,,
Depreciation Income Statement,896700000.0,1369400000.0,1638100000.0,1485600000.0,
Selling General And Administration,29386500000.0,27553800000.0,25409500000.0,20110700000.0,
Selling And Marketing Expense,27005500000.0,25173700000.0,23190500000.0,18508000000.0,
General And Administrative Expense,2381000000.0,2380100000.0,2219000000.0,1602700000.0,
Insurance And Claims,224500000.0,200800000.0,176600000.0,162100000.0,
Rent And Landing Fees,3269700000.0,2424400000.0,1991900000.0,1741000000.0,
Total Revenue,142678500000.0,127512000000.0,106776300000.0,86367200000.0,
Operating Revenue,142678500000.0,127512000000.0,106776300000.0,86367200000.0,
