,2025-03-31,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Tax Effect Of Unusual Items,565188000.0,441597000.0,19334272.349154,11766615.954067,
Tax Rate For Calcs,0.3,0.3,0.042999,0.017808,
Normalized EBITDA,6289850000.0,4099030000.0,-1785650000.0,-3862250000.0,
Total Unusual Items,1883960000.0,1549530000.0,449640000.0,660760000.0,
Total Unusual Items Excluding Goodwill,1883960000.0,1471990000.0,449640000.0,660760000.0,
Net Income From Continuing Operation Net Minority Interest,1621100000.0,-2491860000.0,-10077790000.0,-10110000000.0,
Reconciled Depreciation,5349080000.0,7215500000.0,8311440000.0,6107470000.0,
Reconciled Cost Of Revenue,82407360000.0,78134710000.0,75330640000.0,67157780000.0,
EBITDA,8173810000.0,5648560000.0,-1336010000.0,-3201490000.0,
EBIT,2824730000.0,-1566940000.0,-9647450000.0,-9308960000.0,
Net Interest Income,1139150000.0,1793260000.0,1397680000.0,-285570000.0,
Interest Expense,1253410000.0,877540000.0,883150000.0,984340000.0,
Interest Income,2397020000.0,2678460000.0,2285980000.0,709720000.0,
Normalized Income,302328000.0,-3444713000.0,-10508095727.650846,-10758993384.045933,
Net Income From Continuing And Discontinued Operation,1621100000.0,-2491860000.0,-10077790000.0,-10110000000.0,
Total Expenses,90870030000.0,87242660000.0,84794020000.0,76491390000.0,
Rent Expense Supplemental,20451580000.0,18846480000.0,17921250000.0,15077370000.0,
Diluted Average Shares,755970000.0,733380000.0,715160000.0,724518330.0,
Basic Average Shares,740700000.0,733380000.0,715160000.0,724518330.0,
Diluted EPS,2.14,-3.4,-14.09,-13.954098,
Basic EPS,2.19,-3.4,-14.09,-13.954098,
Diluted NI Availto Com Stockholders,1621100000.0,-2491860000.0,-10077790000.0,-10110000000.0,
Net Income Common Stockholders,1621100000.0,-2491860000.0,-10077790000.0,-10110000000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,1621100000.0,-2491860000.0,-10077790000.0,-10110000000.0,
Net Income Including Noncontrolling Interests,1621100000.0,-2491860000.0,-10077790000.0,-10110000000.0,
Net Income Continuous Operations,1621100000.0,-2491860000.0,-10077790000.0,-10110000000.0,
Tax Provision,-49780000.0,47380000.0,-452810000.0,-183300000.0,
Pretax Income,1571320000.0,-2444480000.0,-10530600000.0,-10293300000.0,
Other Non Operating Income Expenses,45090000.0,36970000.0,34010000.0,-2943030000.0,
Special Income Charges,44290000.0,150960000.0,24550000.0,163240000.0,
Other Special Charges,-44330000.0,-233640000.0,-68030000.0,-206220000.0,
Write Off,40000.0,5140000.0,43480000.0,4600000.0,
Impairment Of Capital Assets,,,0.0,38380000.0,47390000.0
Net Non Operating Interest Income Expense,1139150000.0,1793260000.0,1397680000.0,-285570000.0,
Total Other Finance Cost,4460000.0,7660000.0,5150000.0,10950000.0,
Interest Expense Non Operating,1253410000.0,877540000.0,883150000.0,984340000.0,
Interest Income Non Operating,2397020000.0,2678460000.0,2285980000.0,709720000.0,
Operating Income,-1551020000.0,-5827280000.0,-12541010000.0,-7668530000.0,
Operating Expense,8462670000.0,9107950000.0,9463380000.0,9333610000.0,
Other Operating Expenses,5260000000.0,4986840000.0,4824880000.0,4715300000.0,
Depreciation And Amortization In Income Statement,,7215500000.0,8311440000.0,6107470000.0,3546200000.0
Amortization,,1000310000.0,2303430000.0,1337150000.0,76560000.0
Depreciation Income Statement,,6215190000.0,6008010000.0,4770320000.0,3469640000.0
Research And Development,316530000.0,351340000.0,210100000.0,116820000.0,
Selling General And Administration,756860000.0,534700000.0,647040000.0,800850000.0,
General And Administrative Expense,756860000.0,534700000.0,647040000.0,800850000.0,
Gross Profit,6911650000.0,3280670000.0,-3077630000.0,1665080000.0,
Cost Of Revenue,82407360000.0,78134710000.0,75330640000.0,67157780000.0,
Total Revenue,89319010000.0,81415380000.0,72253010000.0,68822860000.0,
Operating Revenue,89319010000.0,81415380000.0,72253010000.0,68822860000.0,
