,2025-03-31,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Tax Effect Of Unusual Items,555846954.417104,365101207.927044,277464854.35441,402071179.496217,
Tax Rate For Calcs,0.24595,0.253349,0.281176,0.262895,
Normalized EBITDA,42603700000.0,44215000000.0,25384200000.0,22094000000.0,
Total Unusual Items,2260000000.0,1441100000.0,986800000.0,1529400000.0,
Total Unusual Items Excluding Goodwill,2260000000.0,1441100000.0,986800000.0,1529400000.0,
Net Income From Continuing Operation Net Minority Interest,18692900000.0,20812300000.0,7689400000.0,6692400000.0,
Reconciled Depreciation,16535400000.0,14299700000.0,12530500000.0,12050500000.0,
Reconciled Cost Of Revenue,184461800000.0,155466600000.0,158572800000.0,129683700000.0,
EBITDA,44863700000.0,45656100000.0,26371000000.0,23623400000.0,
EBIT,28328300000.0,31356400000.0,13840500000.0,11572900000.0,
Net Interest Income,-2557100000.0,-2572700000.0,-2206200000.0,-1623100000.0,
Interest Expense,3538300000.0,3482200000.0,3143300000.0,2493600000.0,
Interest Income,1120600000.0,1037600000.0,1058300000.0,1004900000.0,
Normalized Income,16988746954.417105,19736301207.927044,6980064854.35441,5565071179.496217,
Net Income From Continuing And Discontinued Operation,18692900000.0,20812300000.0,7689400000.0,6692400000.0,
Total Expenses,254543500000.0,221115600000.0,216476900000.0,180689700000.0,
Rent Expense Supplemental,329600000.0,339700000.0,331800000.0,255300000.0,
Diluted Average Shares,4241143.0,4241143.0,4241143.0,4241143.0,
Basic Average Shares,4241143.0,4241143.0,4241143.0,4241143.0,
Diluted EPS,4407.51,4907.24,1813.04,1577.97,
Basic EPS,4407.51,4907.24,1813.04,1577.97,
Diluted NI Availto Com Stockholders,18692900000.0,20812300000.0,7689400000.0,6692400000.0,
Net Income Common Stockholders,18692900000.0,20812300000.0,7689400000.0,6692400000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,18692900000.0,20812300000.0,7689400000.0,6692400000.0,
Minority Interests,100000.0,100000.0,100000.0,100000.0,
Net Income Including Noncontrolling Interests,18692900000.0,20812300000.0,7689400000.0,6692400000.0,
Net Income Continuous Operations,18692900000.0,20812300000.0,7689400000.0,6692400000.0,
Tax Provision,6097100000.0,7061900000.0,3007800000.0,2386900000.0,
Pretax Income,24790000000.0,27874200000.0,10697200000.0,9079300000.0,
Other Non Operating Income Expenses,141200000.0,208700000.0,134500000.0,209500000.0,
Special Income Charges,-32700000.0,-161000000.0,-79600000.0,-99300000.0,
Other Special Charges,24400000.0,106800000.0,76500000.0,22000000.0,
Write Off,8300000.0,54200000.0,3100000.0,77300000.0,
Impairment Of Capital Assets,,,0.0,71000000.0,0.0
Net Non Operating Interest Income Expense,-2557100000.0,-2572700000.0,-2206200000.0,-1623100000.0,
Total Other Finance Cost,139400000.0,128100000.0,121200000.0,134400000.0,
Interest Expense Non Operating,3538300000.0,3482200000.0,3143300000.0,2493600000.0,
Interest Income Non Operating,1120600000.0,1037600000.0,1058300000.0,1004900000.0,
Operating Income,25206300000.0,28992500000.0,12028700000.0,9581800000.0,
Operating Expense,70081700000.0,65649000000.0,57904100000.0,51006000000.0,
Other Operating Expenses,23880700000.0,21955700000.0,19981600000.0,16839600000.0,
Depreciation And Amortization In Income Statement,16535400000.0,14299700000.0,12530500000.0,12050500000.0,
Amortization,101900000.0,106100000.0,87300000.0,,
Depreciation Income Statement,16433500000.0,14193600000.0,12443200000.0,12050500000.0,
Research And Development,517900000.0,366700000.0,,,
Selling General And Administration,12148700000.0,12486800000.0,10859400000.0,10031200000.0,
Selling And Marketing Expense,11042100000.0,11406800000.0,10167700000.0,9320700000.0,
General And Administrative Expense,1106600000.0,1080000000.0,691700000.0,710500000.0,
Rent And Landing Fees,329600000.0,339700000.0,331800000.0,255300000.0,
Gross Profit,95288000000.0,94641500000.0,69932800000.0,60587800000.0,
Cost Of Revenue,184461800000.0,155466600000.0,158572800000.0,129683700000.0,
Total Revenue,279749800000.0,250108100000.0,228505600000.0,190271500000.0,
Operating Revenue,279749800000.0,250108100000.0,228505600000.0,190271500000.0,
