,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,985436.041411,-2299476.439791,-794911.164729,3345692.475463
Tax Rate For Calcs,0.246359,0.255497,0.26497,0.209106
Normalized EBITDA,6680000000.0,6664000000.0,5495000000.0,4528000000.0
Total Unusual Items,4000000.0,-9000000.0,-3000000.0,16000000.0
Total Unusual Items Excluding Goodwill,4000000.0,-9000000.0,-3000000.0,16000000.0
Net Income From Continuing Operation Net Minority Interest,4295000000.0,4266000000.0,3351000000.0,2901000000.0
Reconciled Depreciation,894000000.0,823000000.0,825000000.0,759000000.0
Reconciled Cost Of Revenue,24608000000.0,23680000000.0,22942000000.0,18827000000.0
EBITDA,6684000000.0,6655000000.0,5492000000.0,4544000000.0
EBIT,5790000000.0,5832000000.0,4667000000.0,3785000000.0
Net Interest Income,167000000.0,231000000.0,114000000.0,49000000.0
Interest Expense,91000000.0,102000000.0,108000000.0,117000000.0
Interest Income,265000000.0,356000000.0,255000000.0,194000000.0
Normalized Income,4291985436.041411,4272700523.560209,3353205088.835271,2888345692.475463
Net Income From Continuing And Discontinued Operation,4295000000.0,4266000000.0,3351000000.0,2901000000.0
Total Expenses,35256000000.0,33955000000.0,33408000000.0,27606000000.0
Rent Expense Supplemental,37000000.0,28000000.0,26000000.0,23000000.0
Diluted Average Shares,45540314.0,45540314.0,45540314.0,45540314.0
Basic Average Shares,45540314.0,45540314.0,45540314.0,45540314.0
Diluted EPS,94.31,93.68,73.58,63.7
Basic EPS,94.31,93.68,73.58,63.7
Diluted NI Availto Com Stockholders,4295000000.0,4266000000.0,3351000000.0,2901000000.0
Net Income Common Stockholders,4295000000.0,4266000000.0,3351000000.0,2901000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,4295000000.0,4266000000.0,3351000000.0,2901000000.0
Minority Interests,,0.0,,
Net Income Including Noncontrolling Interests,4295000000.0,4266000000.0,3351000000.0,2901000000.0
Net Income Continuous Operations,4295000000.0,4266000000.0,3351000000.0,2901000000.0
Tax Provision,1404000000.0,1464000000.0,1208000000.0,767000000.0
Pretax Income,5699000000.0,5730000000.0,4559000000.0,3668000000.0
Other Non Operating Income Expenses,136000000.0,101000000.0,105000000.0,153000000.0
Special Income Charges,-7000000.0,-9000000.0,-3000000.0,9000000.0
Other Special Charges,7000000.0,9000000.0,3000000.0,-9000000.0
Net Non Operating Interest Income Expense,167000000.0,231000000.0,114000000.0,49000000.0
Total Other Finance Cost,7000000.0,23000000.0,33000000.0,28000000.0
Interest Expense Non Operating,91000000.0,102000000.0,108000000.0,117000000.0
Interest Income Non Operating,265000000.0,356000000.0,255000000.0,194000000.0
Operating Income,5392000000.0,5412000000.0,4360000000.0,3481000000.0
Operating Expense,10648000000.0,10275000000.0,10466000000.0,8779000000.0
Other Operating Expenses,2906000000.0,2920000000.0,3693000000.0,2960000000.0
Depreciation And Amortization In Income Statement,894000000.0,823000000.0,825000000.0,759000000.0
Amortization,11000000.0,11000000.0,11000000.0,11000000.0
Depreciation Income Statement,883000000.0,812000000.0,814000000.0,748000000.0
Selling General And Administration,3502000000.0,3284000000.0,2978000000.0,2470000000.0
Selling And Marketing Expense,3087000000.0,3009000000.0,2668000000.0,2210000000.0
General And Administrative Expense,415000000.0,275000000.0,310000000.0,260000000.0
Rent And Landing Fees,37000000.0,28000000.0,26000000.0,23000000.0
Gross Profit,16040000000.0,15687000000.0,14826000000.0,12260000000.0
Cost Of Revenue,24608000000.0,23680000000.0,22942000000.0,18827000000.0
Total Revenue,40648000000.0,39367000000.0,37768000000.0,31087000000.0
Operating Revenue,40648000000.0,39367000000.0,37768000000.0,31087000000.0
