,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,-999795871.174493,-1761372393.58808,738299822.641092,-932168186.954598
Tax Rate For Calcs,0.270559,0.244999,0.247511,0.248492
Normalized EBITDA,120311900000.0,124732900000.0,94454200000.0,224541700000.0
Total Unusual Items,-3695300000.0,-7189300000.0,2982900000.0,-3751300000.0
Total Unusual Items Excluding Goodwill,-3695300000.0,-7189300000.0,2982900000.0,-3751300000.0
Net Income From Continuing Operation Net Minority Interest,23718200000.0,30666700000.0,21765300000.0,122434700000.0
Reconciled Depreciation,56506800000.0,52783700000.0,49635400000.0,42750200000.0
Reconciled Cost Of Revenue,627772800000.0,660194800000.0,670403600000.0,542045800000.0
EBITDA,116616600000.0,117543600000.0,97437100000.0,220790400000.0
EBIT,60109800000.0,64759900000.0,47801700000.0,178040200000.0
Net Interest Income,-24820600000.0,-21573400000.0,-17474000000.0,-14134800000.0
Interest Expense,27594500000.0,24141800000.0,18877300000.0,15121500000.0
Interest Income,3111100000.0,3165200000.0,2900700000.0,2844100000.0
Normalized Income,26413704128.82551,36094627606.41192,19520699822.64109,125253831813.0454
Net Income From Continuing And Discontinued Operation,23718200000.0,30666700000.0,21765300000.0,122434700000.0
Total Expenses,963398500000.0,982292200000.0,996397000000.0,853406200000.0
Rent Expense Supplemental,7200000.0,25100000.0,52300000.0,127500000.0
Diluted Average Shares,4130525289.0,4130525289.0,4130525289.0,4130525289.0
Basic Average Shares,4130525289.0,4130525289.0,4130525289.0,4130525289.0
Diluted EPS,5.74,7.42,5.27,29.64
Basic EPS,5.74,7.42,5.27,29.64
Diluted NI Availto Com Stockholders,23718200000.0,30666700000.0,21765300000.0,122434700000.0
Net Income Common Stockholders,23718200000.0,30666700000.0,21765300000.0,122434700000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,23718200000.0,30666700000.0,21765300000.0,122434700000.0
Minority Interests,200000.0,0.0,0.0,0.0
Net Income Including Noncontrolling Interests,23718000000.0,30666700000.0,21765300000.0,122434700000.0
Net Income Continuous Operations,23718000000.0,30666700000.0,21765300000.0,122434700000.0
Tax Provision,8797300000.0,9951400000.0,7159100000.0,40484000000.0
Pretax Income,32515300000.0,40618100000.0,28924400000.0,162918700000.0
Other Non Operating Income Expenses,4296600000.0,3366000000.0,5452600000.0,5030300000.0
Special Income Charges,-3695300000.0,-7189300000.0,2982900000.0,-3752100000.0
Other Special Charges,3565700000.0,7108400000.0,-3074900000.0,3751200000.0
Write Off,129600000.0,80900000.0,92000000.0,900000.0
Net Non Operating Interest Income Expense,-24820600000.0,-21573400000.0,-17474000000.0,-14134800000.0
Total Other Finance Cost,337200000.0,596800000.0,1497400000.0,1857400000.0
Interest Expense Non Operating,27594500000.0,24141800000.0,18877300000.0,15121500000.0
Interest Income Non Operating,3111100000.0,3165200000.0,2900700000.0,2844100000.0
Operating Income,54004100000.0,63385200000.0,41093400000.0,173758900000.0
Operating Expense,335625700000.0,322097400000.0,325993400000.0,311360400000.0
Other Operating Expenses,136155700000.0,126154000000.0,129419500000.0,117990100000.0
Depreciation And Amortization In Income Statement,56506800000.0,52783700000.0,49635400000.0,42750200000.0
Depreciation Income Statement,56506800000.0,52783700000.0,49635400000.0,42750200000.0
Selling General And Administration,33652500000.0,33640100000.0,33216400000.0,29525500000.0
Selling And Marketing Expense,31955800000.0,32210700000.0,31844400000.0,28323800000.0
General And Administrative Expense,1696700000.0,1429400000.0,1372000000.0,1201700000.0
Rent And Landing Fees,7200000.0,25100000.0,52300000.0,127500000.0
Gross Profit,389629800000.0,385482600000.0,367086800000.0,485119300000.0
Cost Of Revenue,627772800000.0,660194800000.0,670403600000.0,542045800000.0
Total Revenue,1017402600000.0,1045677400000.0,1037490400000.0,1027165100000.0
Operating Revenue,1017402600000.0,1045677400000.0,1037490400000.0,1027165100000.0
