,2025-03-31,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Tax Effect Of Unusual Items,1155361.44918,1665826.601341,10373839.822908,488035.507526,
Tax Rate For Calcs,0.096328,0.054221,0.142853,0.180754,
Total Unusual Items,11994000.0,30723000.0,72619000.0,2700000.0,
Total Unusual Items Excluding Goodwill,11994000.0,30723000.0,72619000.0,2700000.0,
Net Income From Continuing Operation Net Minority Interest,3305862000.0,3410476000.0,3784860000.0,2533700000.0,
Reconciled Depreciation,2375157000.0,2128357000.0,1777767000.0,1802200000.0,
EBIT,4833324000.0,4449921000.0,5273160000.0,4556600000.0,
Net Interest Income,-1017814000.0,-931062000.0,-566528000.0,-670100000.0,
Interest Expense,332185000.0,288845000.0,1089000.0,670100000.0,
Interest Income,89866958000.0,77065718000.0,64428823000.0,54150500000.0,
Normalized Income,3295023361.44918,3381418826.601341,3722614839.822908,2531488035.507526,
Net Income From Continuing And Discontinued Operation,3272281000.0,3401071000.0,3784860000.0,2533700000.0,
Total Expenses,459459048000.0,460782749000.0,308007756000.0,307942900000.0,
Rent Expense Supplemental,269528000.0,205439000.0,120030000.0,48503000.0,
Diluted Average Shares,343427675.0,343572381.0,345114771.0,345190736.0,
Basic Average Shares,343427675.0,343572381.0,345114771.0,345190736.0,
Diluted EPS,9.5,9.9,10.97,7.34,
Basic EPS,9.5,9.9,10.97,7.34,
Diluted NI Availto Com Stockholders,3272281000.0,3401071000.0,3784860000.0,2533700000.0,
Net Income Common Stockholders,3272100000.0,3400800000.0,3784860000.0,2533700000.0,
Net Income,3272281000.0,3401071000.0,3784860000.0,2533700000.0,
Minority Interests,-761690000.0,-524983000.0,-734080000.0,-650300000.0,
Net Income Including Noncontrolling Interests,4033971000.0,3926054000.0,4518940000.0,3184000000.0,
Net Income Discontinuous Operations,-33581000.0,-9405000.0,,,
Net Income Continuous Operations,4067552000.0,3935459000.0,4518940000.0,3184000000.0,
Tax Provision,433587000.0,225617000.0,753131000.0,702500000.0,
Pretax Income,4501139000.0,4161076000.0,5272071000.0,3886500000.0,
Other Income Expense,1339980000.0,-24540091000.0,536050000.0,2471500000.0,
Special Income Charges,11994000.0,30723000.0,72619000.0,2700000.0,
Other Special Charges,-11594000.0,-9323000.0,-69981000.0,0.0,
Write Off,-400000.0,-21400000.0,-2638000.0,-2700000.0,
Impairment Of Capital Assets,,,,,0.0
Net Non Operating Interest Income Expense,-1017814000.0,-931062000.0,-566528000.0,-670100000.0,
Total Other Finance Cost,689900000.0,642444000.0,648204000.0,476652000.0,
Interest Expense Non Operating,332185000.0,288845000.0,1089000.0,670100000.0,
Interest Income Non Operating,4271000.0,227000.0,82765000.0,5724000.0,
Other Operating Expenses,9988163000.0,8222393000.0,7243047000.0,263800000.0,
Depreciation And Amortization In Income Statement,2375157000.0,2128331000.0,1777728000.0,1802200000.0,
Amortization,,760000.0,0.0,,0.0
Depreciation Income Statement,2375157000.0,2128331000.0,1777728000.0,1802228000.0,
Selling General And Administration,8227276000.0,6447637000.0,5875880000.0,138500000.0,
Selling And Marketing Expense,6427479000.0,5212387000.0,5191294000.0,5886315000.0,
General And Administrative Expense,1799797000.0,1235250000.0,684586000.0,138500000.0,
Rent And Landing Fees,269528000.0,205439000.0,120030000.0,48503000.0,
Total Revenue,463960186000.0,464943825000.0,313279828000.0,311829400000.0,
Operating Revenue,463960186000.0,464943825000.0,313279828000.0,311829400000.0,
Net Policyholder Benefits And Claims,169227437000.0,134816266000.0,104716278000.0,89392000000.0,
