,2025-03-31,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Tax Effect Of Unusual Items,-73190400.0,-43991100.0,-4018500.0,27301200.0,
Tax Rate For Calcs,0.3,0.3,0.3,0.3,
Total Unusual Items,-243968000.0,-146637000.0,-13395000.0,91004000.0,
Total Unusual Items Excluding Goodwill,-243968000.0,-146637000.0,-13395000.0,91004000.0,
Net Income From Continuing Operation Net Minority Interest,39342054000.0,26676808000.0,16787784000.0,10573415000.0,
Reconciled Depreciation,5575700000.0,4998300000.0,3859800000.0,2967600000.0,
Net Interest Income,139677761000.0,129665519000.0,117519981000.0,95424609000.0,
Interest Expense,198296709000.0,178823691000.0,139051019000.0,133608786000.0,
Interest Income,337974470000.0,308489210000.0,256571000000.0,229033395000.0,
Normalized Income,39512831600.0,26779453900.0,16797160500.0,10509712200.0,
Net Income From Continuing And Discontinued Operation,39342054000.0,26676808000.0,16787784000.0,10573415000.0,
Diluted Average Shares,8680939432.0,8680939432.0,8680939432.0,8680939432.0,
Basic Average Shares,8680939432.0,8680939432.0,8680939432.0,8680939432.0,
Diluted EPS,4.53,3.07,1.93,1.24,
Basic EPS,4.53,3.07,1.93,1.24,
Diluted NI Availto Com Stockholders,39342054000.0,26676808000.0,16787784000.0,10757916000.0,
Net Income Common Stockholders,39342054000.0,26676808000.0,16787784000.0,10757916000.0,
Otherunder Preferred Stock Dividend,,,-790621000.0,-184501000.0,1164019000.0
Net Income,39342054000.0,26676808000.0,16787784000.0,10573415000.0,
Minority Interests,-90037000.0,-89360000.0,-96145000.0,-71589000.0,
Net Income Including Noncontrolling Interests,39432091000.0,26766168000.0,16883929000.0,10645004000.0,
Net Income Extraordinary,0.0,0.0,0.0,0.0,
Net Income Continuous Operations,39432091000.0,26766168000.0,16883929000.0,10645004000.0,
Tax Provision,11602700000.0,15138400000.0,10727000000.0,6803100000.0,
Pretax Income,39432091000.0,26766168000.0,16883929000.0,10645004000.0,
Special Income Charges,-243968000.0,-146637000.0,-13395000.0,91004000.0,
Other Special Charges,243968000.0,146637000.0,13395000.0,-91004000.0,
Gain On Sale Of Security,11927614000.0,7098222000.0,2761640000.0,2140938000.0,
Operating Expense,116631790000.0,102748949000.0,89099979000.0,72770729000.0,
Other Operating Expenses,25664576000.0,22869616000.0,18569181000.0,15228707000.0,
Depreciation And Amortization In Income Statement,5575736000.0,4998343000.0,3859798000.0,2967646000.0,
Amortization,0.0,0.0,0.0,0.0,
Depreciation Income Statement,5575736000.0,4998343000.0,3859798000.0,2967646000.0,
Selling General And Administration,1428529000.0,951178000.0,803522000.0,633287000.0,
Selling And Marketing Expense,390807000.0,250496000.0,175363000.0,133946000.0,
General And Administrative Expense,1037722000.0,700682000.0,628159000.0,499341000.0,
Insurance And Claims,4872677000.0,4683110000.0,4414494000.0,4280664000.0,
Rent And Landing Fees,6730770000.0,5975203000.0,5285758000.0,4832319000.0,
Total Revenue,198626794000.0,176942765000.0,158378315000.0,125008502000.0,
Operating Revenue,198626794000.0,176942765000.0,158378315000.0,125008502000.0,
