,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,-81439007.984515,207607209.206256,78825788.45497,30115361.915565
Tax Rate For Calcs,0.362273,0.293396,0.267297,0.142524
Normalized EBITDA,22295900000.0,21291200000.0,19892800000.0,15121400000.0
Total Unusual Items,-224800000.0,707600000.0,294900000.0,211300000.0
Total Unusual Items Excluding Goodwill,-224800000.0,707600000.0,294900000.0,211300000.0
Net Income From Continuing Operation Net Minority Interest,6737100000.0,6702700000.0,7888800000.0,7454000000.0
Reconciled Depreciation,4922200000.0,4538200000.0,3959300000.0,3465800000.0
Reconciled Cost Of Revenue,131791800000.0,113828800000.0,102255400000.0,86190500000.0
EBITDA,22071100000.0,21998800000.0,20187700000.0,15332700000.0
EBIT,17148900000.0,17460600000.0,16228400000.0,11866900000.0
Net Interest Income,358500000.0,243500000.0,-197000000.0,-741600000.0
Interest Expense,616900000.0,515600000.0,419000000.0,582500000.0
Interest Income,1184600000.0,969400000.0,380800000.0,247600000.0
Normalized Income,6880460992.015485,6202707209.206256,7672725788.45497,7272815361.915565
Net Income From Continuing And Discontinued Operation,6737100000.0,12059200000.0,9555200000.0,7688300000.0
Total Expenses,173141600000.0,147611000000.0,128713900000.0,108338400000.0
Rent Expense Supplemental,305000000.0,274000000.0,224000000.0,174100000.0
Diluted Average Shares,193595733.0,193542873.0,193445480.0,193283568.0
Basic Average Shares,193440925.0,193299701.0,193029669.0,192856763.0
Diluted EPS,34.8,62.31,49.39,39.78
Basic EPS,34.83,62.39,49.5,39.87
Diluted NI Availto Com Stockholders,6737100000.0,12059200000.0,9555200000.0,7688300000.0
Net Income Common Stockholders,6737100000.0,12059200000.0,9555200000.0,7688300000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,6737100000.0,12059200000.0,9555200000.0,7688300000.0
Minority Interests,-3805800000.0,-5270700000.0,-3694800000.0,-2222100000.0
Net Income Including Noncontrolling Interests,10542900000.0,17329900000.0,13250000000.0,9910400000.0
Net Income Discontinuous Operations,0.0,5356500000.0,1666400000.0,234300000.0
Net Income Continuous Operations,10542900000.0,11973400000.0,11583600000.0,9676100000.0
Tax Provision,5989100000.0,4971600000.0,4225800000.0,1608300000.0
Pretax Income,16532000000.0,16945000000.0,15809400000.0,11284400000.0
Other Non Operating Income Expenses,257600000.0,162200000.0,247900000.0,265300000.0
Special Income Charges,126900000.0,-59700000.0,200000.0,116200000.0
Other Special Charges,14800000.0,-47400000.0,-618700000.0,-192600000.0
Write Off,218300000.0,107100000.0,325800000.0,76400000.0
Impairment Of Capital Assets,,0.0,292700000.0,0.0
Restructuring And Mergern Acquisition,-360000000.0,0.0,,
Net Non Operating Interest Income Expense,358500000.0,243500000.0,-197000000.0,-741600000.0
Total Other Finance Cost,209200000.0,210300000.0,158800000.0,406700000.0
Interest Expense Non Operating,616900000.0,515600000.0,419000000.0,582500000.0
Interest Income Non Operating,1184600000.0,969400000.0,380800000.0,247600000.0
Operating Income,16009800000.0,15738200000.0,15595600000.0,11486900000.0
Operating Expense,41349800000.0,33782200000.0,26458500000.0,22147900000.0
Other Operating Expenses,13398800000.0,12009800000.0,9708500000.0,7646700000.0
Depreciation And Amortization In Income Statement,4922200000.0,4538200000.0,3959300000.0,3465800000.0
Amortization,1325000000.0,1547400000.0,1397200000.0,850800000.0
Depreciation Income Statement,3597200000.0,2990800000.0,2562100000.0,2615000000.0
Research And Development,834900000.0,374800000.0,175800000.0,
Selling General And Administration,9731200000.0,7588700000.0,5813800000.0,5366500000.0
Selling And Marketing Expense,7189300000.0,5847100000.0,4563100000.0,4123900000.0
General And Administrative Expense,2541900000.0,1741600000.0,1250700000.0,1242600000.0
Rent And Landing Fees,305000000.0,274000000.0,224000000.0,174100000.0
Gross Profit,57359600000.0,49520400000.0,42054100000.0,33634800000.0
Cost Of Revenue,131791800000.0,113828800000.0,102255400000.0,86190500000.0
Total Revenue,189151400000.0,163349200000.0,144309500000.0,119825300000.0
Operating Revenue,189151400000.0,163349200000.0,144309500000.0,119825300000.0
