,2025-03-31,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Tax Effect Of Unusual Items,117941695.365775,114784730.065507,-3268519055.522028,-163200000.0,
Tax Rate For Calcs,0.235319,0.280099,0.274442,0.3,
Normalized EBITDA,19524100000.0,17397200000.0,8802200000.0,1761700000.0,
Total Unusual Items,501200000.0,409800000.0,-11909700000.0,-544000000.0,
Total Unusual Items Excluding Goodwill,501200000.0,409800000.0,-11909700000.0,-544000000.0,
Net Income From Continuing Operation Net Minority Interest,14499300000.0,12429300000.0,-2885500000.0,973700000.0,
Reconciled Depreciation,808000000.0,489900000.0,230100000.0,179800000.0,
Reconciled Cost Of Revenue,17639200000.0,17719000000.0,9895100000.0,4409500000.0,
EBITDA,20025300000.0,17807000000.0,-3107500000.0,1217700000.0,
EBIT,19217300000.0,17317100000.0,-3337600000.0,1037900000.0,
Net Interest Income,-272200000.0,-56800000.0,-593600000.0,-175300000.0,
Interest Expense,256200000.0,51800000.0,639200000.0,159900000.0,
Interest Income,,213900000.0,56700000.0,6100000.0,4952000.0
Normalized Income,14116041695.365774,12134284730.065508,5755680944.477972,1354500000.0,
Net Income From Continuing And Discontinued Operation,14499300000.0,12429300000.0,-2885500000.0,973700000.0,
Total Expenses,47562600000.0,48004700000.0,25011100000.0,5226000000.0,
Rent Expense Supplemental,314100000.0,150200000.0,114100000.0,6700000.0,
Diluted Average Shares,555300000.0,508800000.0,489500000.0,355600000.0,
Basic Average Shares,517700000.0,504900000.0,441600000.0,340800000.0,
Diluted EPS,26.12,24.43,-6.53,2.78,
Basic EPS,28.01,24.62,-6.53,2.85,
Diluted NI Availto Com Stockholders,14499300000.0,12429300000.0,-2317700000.0,989100000.0,
Average Dilution Earnings,,,567800000.0,15400000.0,14423000.0
Net Income Common Stockholders,14499300000.0,12429300000.0,-2885500000.0,973700000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,14499300000.0,12429300000.0,-2885500000.0,973700000.0,
Minority Interests,,,,0.0,0.0
Net Income Including Noncontrolling Interests,14499200000.0,12429300000.0,-2885400000.0,973800000.0,
Net Income Discontinuous Operations,0.0,0.0,0.0,0.0,
Net Income Continuous Operations,14499200000.0,12429300000.0,-2885500000.0,973800000.0,
Tax Provision,4461900000.0,4836000000.0,-1091400000.0,-95100000.0,
Pretax Income,18961100000.0,17265300000.0,-3976800000.0,878000000.0,
Other Non Operating Income Expenses,5100000.0,68200000.0,107100000.0,8100000.0,
Special Income Charges,9600000.0,-2200000.0,-11982100000.0,-544000000.0,
Other Special Charges,-13800000.0,1500000.0,11980600000.0,514500000.0,
Write Off,4200000.0,700000.0,1500000.0,29500000.0,
Net Non Operating Interest Income Expense,-272200000.0,-56800000.0,-593600000.0,-175300000.0,
Total Other Finance Cost,16000000.0,5000000.0,11100000.0,21500000.0,
Interest Expense Non Operating,256200000.0,51800000.0,639200000.0,159900000.0,
Interest Income Non Operating,,213900000.0,56700000.0,6100000.0,4952000.0
Operating Income,18717500000.0,16835400000.0,8419200000.0,1589200000.0,
Operating Expense,29923400000.0,30285700000.0,15116000000.0,816500000.0,
Other Operating Expenses,9788800000.0,9981800000.0,6713300000.0,33100000.0,
Depreciation And Amortization In Income Statement,808000000.0,489900000.0,229900000.0,179800000.0,
Depreciation Income Statement,808000000.0,489900000.0,229900000.0,179800000.0,
Selling General And Administration,18312800000.0,18891800000.0,8377700000.0,849500000.0,
Selling And Marketing Expense,16187900000.0,17333700000.0,8173400000.0,802400000.0,
General And Administrative Expense,2124900000.0,1558100000.0,204300000.0,47100000.0,
Rent And Landing Fees,314100000.0,150200000.0,114100000.0,6700000.0,
Gross Profit,48640900000.0,47121100000.0,23535200000.0,2405700000.0,
Cost Of Revenue,17639200000.0,17719000000.0,9895100000.0,4409500000.0,
Total Revenue,66280100000.0,64840100000.0,33430300000.0,6815200000.0,
Operating Revenue,66280100000.0,64840100000.0,33430300000.0,6815200000.0,
