,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,15547509.103457,-14222169.410562,14287090.449083,-1201422.097855
Tax Rate For Calcs,0.198817,0.14012,0.196521,0.266983
Normalized EBITDA,46122200000.0,44869600000.0,40169400000.0,42043000000.0
Total Unusual Items,78200000.0,-101500000.0,72700000.0,-4500000.0
Total Unusual Items Excluding Goodwill,78200000.0,-101500000.0,72700000.0,-4500000.0
Net Income From Continuing Operation Net Minority Interest,13689400000.0,13763500000.0,13428300000.0,13580700000.0
Reconciled Depreciation,14007300000.0,14659300000.0,10919500000.0,11099600000.0
Reconciled Cost Of Revenue,116077200000.0,105350700000.0,96940900000.0,73721800000.0
EBITDA,46200400000.0,44768100000.0,40242100000.0,42038500000.0
EBIT,32193100000.0,30108800000.0,29322600000.0,30938900000.0
Net Interest Income,-13373500000.0,-12602000000.0,-11492200000.0,-11749700000.0
Interest Expense,14370200000.0,13277500000.0,11931600000.0,11784100000.0
Interest Income,1419200000.0,1164500000.0,922300000.0,729600000.0
Normalized Income,13626747509.103456,13850777830.589437,13369887090.449083,13583998577.902145
Net Income From Continuing And Discontinued Operation,13689400000.0,13763500000.0,13428300000.0,13580700000.0
Total Expenses,153119600000.0,141893300000.0,128061200000.0,103870100000.0
Rent Expense Supplemental,248500000.0,197300000.0,189800000.0,144000000.0
Diluted Average Shares,1325570430.0,1325570430.0,1325570430.0,1325570430.0
Basic Average Shares,1325570430.0,1325570430.0,1325570430.0,1325570430.0
Diluted EPS,10.32,10.38,10.13,10.25
Basic EPS,10.32,10.38,10.13,10.25
Diluted NI Availto Com Stockholders,13689400000.0,13763500000.0,13428300000.0,13580700000.0
Net Income Common Stockholders,13689400000.0,13763500000.0,13428300000.0,13580700000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,13689400000.0,13763500000.0,13428300000.0,13580700000.0
Minority Interests,-590000000.0,-709400000.0,-545000000.0,-460100000.0
Net Income Including Noncontrolling Interests,14279400000.0,14472900000.0,13973300000.0,14040800000.0
Net Income Continuous Operations,14279400000.0,14472900000.0,13973300000.0,14040800000.0
Tax Provision,3543500000.0,2358400000.0,3417700000.0,5114000000.0
Pretax Income,17822900000.0,16831300000.0,17391000000.0,19154800000.0
Other Non Operating Income Expenses,14220000000.0,18455300000.0,14357600000.0,9180000000.0
Special Income Charges,-500100000.0,-524200000.0,-446000000.0,-63600000.0
Other Special Charges,42700000.0,81000000.0,7500000.0,63600000.0
Write Off,457400000.0,443200000.0,438500000.0,
Net Non Operating Interest Income Expense,-13373500000.0,-12602000000.0,-11492200000.0,-11749700000.0
Total Other Finance Cost,422500000.0,489000000.0,482900000.0,695200000.0
Interest Expense Non Operating,14370200000.0,13277500000.0,11931600000.0,11784100000.0
Interest Income Non Operating,1419200000.0,1164500000.0,922300000.0,729600000.0
Operating Income,16893300000.0,11038800000.0,14402300000.0,21568700000.0
Operating Expense,37042400000.0,36542600000.0,31120300000.0,30148300000.0
Other Operating Expenses,12226200000.0,11668900000.0,9857300000.0,9918600000.0
Depreciation And Amortization In Income Statement,12054500000.0,12167300000.0,8778700000.0,8846600000.0
Amortization,182600000.0,174100000.0,207600000.0,147900000.0
Depreciation Income Statement,11871900000.0,11993200000.0,8571100000.0,8698700000.0
Selling General And Administration,303600000.0,373400000.0,402300000.0,430200000.0
General And Administrative Expense,303600000.0,373400000.0,402300000.0,430200000.0
Rent And Landing Fees,248500000.0,197300000.0,189800000.0,144000000.0
Gross Profit,53935700000.0,47581400000.0,45522600000.0,51717000000.0
Cost Of Revenue,116077200000.0,105350700000.0,96940900000.0,73721800000.0
Total Revenue,170012900000.0,152932100000.0,142463500000.0,125438800000.0
Operating Revenue,170012900000.0,152932100000.0,142463500000.0,125438800000.0
