,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0
Normalized EBITDA,-24146590000.0,-18375650000.0,-38928450000.0,-34808010000.0
Total Unusual Items,107210000.0,-206900000.0,573350000.0,698230000.0
Total Unusual Items Excluding Goodwill,107210000.0,-385140000.0,573350000.0,-868070000.0
Net Income From Continuing Operation Net Minority Interest,-31167990000.0,-23502430000.0,-41793050000.0,-36288960000.0
Reconciled Depreciation,6122750000.0,4205850000.0,2857860000.0,1700900000.0
Reconciled Cost Of Revenue,64385590000.0,49477330000.0,38311420000.0,26272430000.0
EBITDA,-24039380000.0,-18582550000.0,-38355100000.0,-34109780000.0
EBIT,-30162130000.0,-22788400000.0,-41212960000.0,-35810680000.0
Net Interest Income,1200640000.0,495600000.0,687170000.0,181800000.0
Interest Expense,1005860000.0,714030000.0,580090000.0,478280000.0
Interest Income,2206500000.0,1209630000.0,1269090000.0,665560000.0
Normalized Income,-31275200000.0,-22939050000.0,-42366400000.0,-33854590000.0
Net Income From Continuing And Discontinued Operation,-31167990000.0,-23502430000.0,-41793050000.0,-36288960000.0
Total Expenses,184392190000.0,136741000000.0,126653890000.0,93822800000.0
Rent Expense Supplemental,450570000.0,289910000.0,325180000.0,396610000.0
Diluted Average Shares,2270943376.0,2238473799.0,2238473799.0,2238473799.0
Basic Average Shares,2270943376.0,2238473799.0,2238473799.0,2238473799.0
Diluted EPS,-13.72,-10.49931,-18.670332,-16.211474
Basic EPS,-13.72,-10.49931,-18.670332,-16.211474
Diluted NI Availto Com Stockholders,-31167990000.0,-23502430000.0,-41793050000.0,-36288960000.0
Net Income Common Stockholders,-31167990000.0,-23502430000.0,-41793050000.0,-36288960000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-31167990000.0,-23502430000.0,-41793050000.0,-36288960000.0
Net Income Including Noncontrolling Interests,-31167990000.0,-23502430000.0,-41793050000.0,-36288960000.0
Net Income Continuous Operations,-31167990000.0,-23502430000.0,-41793050000.0,-36288960000.0
Tax Provision,0.0,0.0,0.0,0.0
Pretax Income,-31167990000.0,-23502430000.0,-41793050000.0,-36288960000.0
Other Non Operating Income Expenses,91190000.0,66390000.0,101940000.0,7100000.0
Special Income Charges,107210000.0,-385140000.0,573350000.0,-868070000.0
Other Special Charges,-196020000.0,79200000.0,-672960000.0,-876600000.0
Write Off,,0.0,7050000.0,73180000.0
Impairment Of Capital Assets,88810000.0,127700000.0,92560000.0,105190000.0
Net Non Operating Interest Income Expense,1200640000.0,495600000.0,687170000.0,181800000.0
Total Other Finance Cost,,270000.0,1830000.0,5480000.0
Interest Expense Non Operating,1005860000.0,714030000.0,580090000.0,478280000.0
Interest Income Non Operating,2206500000.0,1209630000.0,1269090000.0,665560000.0
Operating Income,-33930950000.0,-26014610000.0,-45268910000.0,-38147540000.0
Operating Expense,120006600000.0,87263670000.0,88342470000.0,67550370000.0
Other Operating Expenses,61186640000.0,44223550000.0,38377560000.0,28396060000.0
Depreciation And Amortization In Income Statement,6122750000.0,4205850000.0,2857860000.0,1700900000.0
Amortization,552910000.0,553180000.0,400580000.0,142110000.0
Depreciation Income Statement,5569840000.0,3652670000.0,2457280000.0,1558790000.0
Selling General And Administration,28462600000.0,20104730000.0,26664710000.0,21208650000.0
Selling And Marketing Expense,27117000000.0,18507990000.0,25011600000.0,20050730000.0
General And Administrative Expense,1345600000.0,1596740000.0,1653110000.0,1157920000.0
Rent And Landing Fees,450570000.0,289910000.0,325180000.0,396610000.0
Gross Profit,86075650000.0,61249060000.0,43073560000.0,29402830000.0
Cost Of Revenue,64385590000.0,49477330000.0,38311420000.0,26272430000.0
Total Revenue,150461240000.0,110726390000.0,81384980000.0,55675260000.0
Operating Revenue,150461240000.0,110726390000.0,81384980000.0,55675260000.0
