,2025-03-31,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Tax Effect Of Unusual Items,-84706600.0,-123976420.0,-190915560.0,95900680.0,
Tax Rate For Calcs,0.277,0.3299,0.3663,0.3518,
Normalized EBITDA,16708000000.0,21280400000.0,13189500000.0,10801900000.0,
Total Unusual Items,-305800000.0,-375800000.0,-521200000.0,272600000.0,
Total Unusual Items Excluding Goodwill,-305800000.0,-375800000.0,-521200000.0,272600000.0,
Net Income From Continuing Operation Net Minority Interest,4950400000.0,7862300000.0,2624800000.0,2100200000.0,
Reconciled Depreciation,4564900000.0,4367500000.0,4070600000.0,3853600000.0,
Reconciled Cost Of Revenue,94063400000.0,92674400000.0,101808100000.0,81887600000.0,
EBITDA,16402200000.0,20904600000.0,12668300000.0,11074500000.0,
EBIT,11837300000.0,16537100000.0,8597700000.0,7220900000.0,
Net Interest Income,-4091900000.0,-4132400000.0,-4327300000.0,-4128500000.0,
Interest Expense,4703000000.0,4427900000.0,4485200000.0,4130800000.0,
Interest Income,671000000.0,336900000.0,217700000.0,62400000.0,
Normalized Income,5171493400.0,8114123580.0,2955084440.0,1923500680.0,
Net Income From Continuing And Discontinued Operation,4950400000.0,7862300000.0,2624800000.0,2100200000.0,
Total Expenses,133993500000.0,132153300000.0,136292800000.0,111649000000.0,
Rent Expense Supplemental,212600000.0,196900000.0,206800000.0,186900000.0,
Total Operating Income As Reported,16778300000.0,21219500000.0,,11098600000.0,13494100000.0
Diluted Average Shares,274598028.0,264735392.0,246709064.0,246230880.0,
Basic Average Shares,274020027.0,263487046.0,246668022.0,246230880.0,
Diluted EPS,18.05,29.74,10.64,8.53,
Basic EPS,18.07,29.84,10.64,8.53,
Diluted NI Availto Com Stockholders,4955500000.0,7417300000.0,2625100000.0,2100200000.0,
Average Dilution Earnings,5100000.0,11000000.0,300000.0,,
Net Income Common Stockholders,4950400000.0,7862300000.0,2624800000.0,2100200000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,4950400000.0,7862300000.0,2624800000.0,2100200000.0,
Minority Interests,-142700000.0,-197100000.0,-5700000.0,87800000.0,
Net Income Including Noncontrolling Interests,5093100000.0,8059400000.0,2630500000.0,2012400000.0,
Net Income Continuous Operations,5093100000.0,8059400000.0,2630500000.0,2012400000.0,
Tax Provision,1976400000.0,3994400000.0,1465100000.0,1087100000.0,
Pretax Income,7134300000.0,12109200000.0,4112500000.0,3090100000.0,
Other Non Operating Income Expenses,92000000.0,72400000.0,48700000.0,60000000.0,
Special Income Charges,-313400000.0,-405900000.0,-552100000.0,35400000.0,
Other Special Charges,280500000.0,354300000.0,552100000.0,-35400000.0,
Restructuring And Mergern Acquisition,32900000.0,51600000.0,,103500000.0,28700000.0
Net Non Operating Interest Income Expense,-4091900000.0,-4132400000.0,-4327300000.0,-4128500000.0,
Total Other Finance Cost,59900000.0,41400000.0,59800000.0,60100000.0,
Interest Expense Non Operating,4703000000.0,4427900000.0,4485200000.0,4130800000.0,
Interest Income Non Operating,671000000.0,336900000.0,217700000.0,62400000.0,
Operating Income,11436200000.0,16540900000.0,8907500000.0,6880000000.0,
Operating Expense,39930100000.0,39478900000.0,34484700000.0,29761400000.0,
Other Operating Expenses,13365400000.0,13395700000.0,11217500000.0,9116400000.0,
Depreciation And Amortization In Income Statement,4564900000.0,4367500000.0,4070600000.0,3853600000.0,
Depreciation Income Statement,4564900000.0,4367500000.0,4070600000.0,3853600000.0,
Selling General And Administration,8776500000.0,8524100000.0,8058700000.0,7251600000.0,
Selling And Marketing Expense,7663200000.0,7380300000.0,6912500000.0,6152200000.0,
General And Administrative Expense,1113300000.0,1143800000.0,1146200000.0,1099400000.0,
Rent And Landing Fees,212600000.0,196900000.0,206800000.0,186900000.0,
Gross Profit,51366300000.0,56019800000.0,43392200000.0,36641400000.0,
Cost Of Revenue,94063400000.0,92674400000.0,101808100000.0,81887600000.0,
Total Revenue,145429700000.0,148694200000.0,145200300000.0,118529000000.0,
Operating Revenue,145429700000.0,148694200000.0,145200300000.0,118529000000.0,
