,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,4343412650.0,-4635000.0,-101931620.0,-6234194.829894
Tax Rate For Calcs,0.2813,0.2575,0.2681,0.237042
Total Unusual Items,15440500000.0,-18000000.0,-380200000.0,-26300000.0
Total Unusual Items Excluding Goodwill,15440500000.0,-18000000.0,-380200000.0,-26300000.0
Net Income From Continuing Operation Net Minority Interest,94131200000.0,71657500000.0,60110400000.0,27211000000.0
Reconciled Depreciation,6453200000.0,5688300000.0,6006900000.0,1353700000.0
Net Interest Income,218541000000.0,188054000000.0,162894900000.0,89131000000.0
Interest Expense,184545800000.0,148026000000.0,129312700000.0,97343100000.0
Interest Income,403086800000.0,336080000000.0,292207600000.0,186474100000.0
Normalized Income,83034112650.0,71670865000.0,60388668380.0,27231065805.170105
Net Income From Continuing And Discontinued Operation,95538200000.0,73663800000.0,60110400000.0,27211000000.0
Diluted Average Shares,1882500000.0,1882100000.0,1880500000.0,1331000000.0
Basic Average Shares,1879900000.0,1876100000.0,1872000000.0,1331000000.0
Diluted EPS,50.75,39.14,31.966,20.446
Basic EPS,50.82,39.26,32.108,20.446
Diluted NI Availto Com Stockholders,95538200000.0,73663800000.0,60110400000.0,27211000000.0
Net Income Common Stockholders,95538200000.0,73663800000.0,60110400000.0,27211000000.0
Net Income,95538200000.0,73663800000.0,60110400000.0,27211000000.0
Minority Interests,-225000000.0,-325100000.0,-89900000.0,0.0
Net Income Including Noncontrolling Interests,95763200000.0,73988900000.0,60200300000.0,27211000000.0
Net Income Discontinuous Operations,1407000000.0,2006300000.0,,
Net Income Continuous Operations,94356200000.0,71982600000.0,60200300000.0,27211000000.0
Tax Provision,30796000000.0,24931600000.0,22022500000.0,8413200000.0
Pretax Income,125029100000.0,96836400000.0,82137200000.0,35492500000.0
Special Income Charges,15440500000.0,-18000000.0,-380200000.0,-26300000.0
Other Special Charges,-15457500000.0,-12600000.0,10000000.0,7900000.0
Write Off,17000000.0,30600000.0,370200000.0,18400000.0
Gain On Sale Of Security,5345200000.0,5159500000.0,10071100000.0,6611400000.0
Operating Expense,65380100000.0,55364400000.0,48361100000.0,19869300000.0
Other Operating Expenses,14804500000.0,12241600000.0,11403300000.0,6347500000.0
Depreciation And Amortization In Income Statement,6453200000.0,5688300000.0,6006900000.0,1353700000.0
Amortization,3654600000.0,3295200000.0,,
Depreciation Income Statement,2798600000.0,2393100000.0,6006900000.0,1353700000.0
Selling General And Administration,7360000000.0,5053100000.0,4407500000.0,2132000000.0
Selling And Marketing Expense,4890800000.0,3213100000.0,2218100000.0,1004700000.0
General And Administrative Expense,2469200000.0,1840000000.0,2189400000.0,1127300000.0
Insurance And Claims,76600000.0,78400000.0,78800000.0,20300000.0
Rent And Landing Fees,152600000.0,128600000.0,76400000.0,32400000.0
Total Revenue,221882000000.0,190834000000.0,169309900000.0,95533100000.0
Operating Revenue,221882000000.0,190834000000.0,169309900000.0,95533100000.0
