,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,65549897.4,28161459.0,4407945.2,4089306.6
Tax Rate For Calcs,0.2158,0.173,0.1852,0.1899
Normalized EBITDA,4093004000.0,3192733000.0,2429743000.0,2210012000.0
Total Unusual Items,303753000.0,162783000.0,23801000.0,21534000.0
Total Unusual Items Excluding Goodwill,303753000.0,162783000.0,23801000.0,21534000.0
Net Income From Continuing Operation Net Minority Interest,3152424000.0,2516050000.0,1770115000.0,1642147000.0
Reconciled Depreciation,330413000.0,279677000.0,246714000.0,176302000.0
Reconciled Cost Of Revenue,7418319000.0,6258387000.0,5211420000.0,4031338000.0
EBITDA,4396757000.0,3355516000.0,2453544000.0,2231546000.0
EBIT,4066344000.0,3075839000.0,2206830000.0,2055243000.0
Net Interest Income,230416000.0,218643000.0,165310000.0,115937000.0
Interest Expense,46665000.0,33590000.0,34025000.0,20707000.0
Interest Income,278136000.0,260461000.0,207820000.0,150853000.0
Normalized Income,2914220897.4,2381428459.0,1750721945.2,1624702306.6
Net Income From Continuing And Discontinued Operation,3152424000.0,2516050000.0,1770115000.0,1642147000.0
Total Expenses,11431183000.0,9834862000.0,7837699000.0,6016803000.0
Rent Expense Supplemental,45345000.0,33895000.0,29196000.0,61635000.0
Diluted Average Shares,143999558.0,143753632.0,141000480.0,139779116.0
Basic Average Shares,139928261.0,139625192.0,139224638.0,138843514.0
Diluted EPS,21.89,17.5,6.275,11.75
Basic EPS,22.53,18.02,6.355,11.825
Diluted NI Availto Com Stockholders,3152424000.0,2516050000.0,1770115000.0,1642147000.0
Net Income Common Stockholders,3152424000.0,2516050000.0,1770115000.0,1642147000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,3152424000.0,2516050000.0,1770115000.0,1642147000.0
Minority Interests,0.0,0.0,0.0,0.0
Net Income Including Noncontrolling Interests,3152424000.0,2516050000.0,1770115000.0,1642147000.0
Net Income Continuous Operations,3152424000.0,2516050000.0,1770115000.0,1642147000.0
Tax Provision,867255000.0,526199000.0,402690000.0,392389000.0
Pretax Income,4019679000.0,3042249000.0,2172805000.0,2034536000.0
Other Non Operating Income Expenses,53870000.0,21495000.0,108178000.0,12187000.0
Special Income Charges,14049000.0,1335000.0,-58000.0,1796000.0
Other Special Charges,-14049000.0,-1335000.0,58000.0,-848000.0
Write Off,,,0.0,-948000.0
Net Non Operating Interest Income Expense,230416000.0,218643000.0,165310000.0,115937000.0
Total Other Finance Cost,1055000.0,8228000.0,8485000.0,14209000.0
Interest Expense Non Operating,46665000.0,33590000.0,34025000.0,20707000.0
Interest Income Non Operating,278136000.0,260461000.0,207820000.0,150853000.0
Operating Income,3437609000.0,2603424000.0,1902089000.0,1772812000.0
Operating Expense,4012864000.0,3576475000.0,2626279000.0,1985465000.0
Other Operating Expenses,1887053000.0,1689448000.0,1165545000.0,906378000.0
Depreciation And Amortization In Income Statement,330413000.0,279677000.0,246714000.0,176303000.0
Amortization,37392000.0,36510000.0,35244000.0,10934000.0
Depreciation Income Statement,293021000.0,243167000.0,211470000.0,165369000.0
Selling General And Administration,1216848000.0,1096376000.0,845014000.0,623267000.0
Selling And Marketing Expense,256274000.0,159199000.0,138017000.0,134947000.0
General And Administrative Expense,960574000.0,937177000.0,706997000.0,488320000.0
Rent And Landing Fees,45345000.0,33895000.0,29196000.0,61635000.0
Gross Profit,7450473000.0,6179899000.0,4528368000.0,3758277000.0
Cost Of Revenue,7418319000.0,6258387000.0,5211420000.0,4031338000.0
Total Revenue,14868792000.0,12438286000.0,9739788000.0,7789615000.0
Operating Revenue,14868792000.0,12438286000.0,9739788000.0,7789615000.0
