,2025-03-31,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Tax Effect Of Unusual Items,-485198266.925596,560574715.866174,285503565.759567,297421093.817161,
Tax Rate For Calcs,0.273043,0.243622,0.262532,0.263368,
Normalized EBITDA,63108800000.0,81758400000.0,65578900000.0,49730900000.0,
Total Unusual Items,455500000.0,2301000000.0,1334100000.0,1264000000.0,
Total Unusual Items Excluding Goodwill,-1777000000.0,2301000000.0,1087500000.0,1129300000.0,
Net Income From Continuing Operation Net Minority Interest,36672300000.0,54602300000.0,41064500000.0,30305700000.0,
Reconciled Depreciation,10263400000.0,8530000000.0,8580200000.0,8163600000.0,
Reconciled Cost Of Revenue,195923600000.0,201743000000.0,212462900000.0,183775400000.0,
EBITDA,63564300000.0,84059400000.0,66913000000.0,50994900000.0,
EBIT,53300900000.0,75529400000.0,58332800000.0,42831300000.0,
Net Interest Income,-471800000.0,-352400000.0,-236500000.0,-26900000.0,
Interest Expense,2270200000.0,2051700000.0,1444500000.0,954100000.0,
Interest Income,1798400000.0,1699300000.0,1208000000.0,927200000.0,
Normalized Income,40196601733.0744,52861874715.86617,40509103565.75957,29608521093.81716,
Net Income From Continuing And Discontinued Operation,36672300000.0,54602300000.0,41064500000.0,30305700000.0,
Total Expenses,288274600000.0,286334400000.0,289026500000.0,250056800000.0,
Rent Expense Supplemental,,,,,1317200000.0
Diluted Average Shares,958873609.0,958986355.0,958934041.0,959101018.0,
Basic Average Shares,958721421.0,958841696.0,958868120.0,959077302.0,
Diluted EPS,38.25,56.94,42.82,31.59,
Basic EPS,38.25,56.95,42.83,31.59,
Diluted NI Availto Com Stockholders,36672300000.0,54602300000.0,41064500000.0,30305700000.0,
Net Income Common Stockholders,36672300000.0,54602300000.0,41064500000.0,30305700000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,36672300000.0,54602300000.0,41064500000.0,30305700000.0,
Minority Interests,-424800000.0,-974600000.0,-888800000.0,-542400000.0,
Net Income Including Noncontrolling Interests,37097100000.0,55576900000.0,41953300000.0,30848100000.0,
Net Income Discontinuous Operations,,,,,0.0
Net Income Continuous Operations,37097100000.0,55576900000.0,41953300000.0,30848100000.0,
Tax Provision,13933600000.0,17900800000.0,14935000000.0,11029100000.0,
Pretax Income,51030700000.0,73477700000.0,56888300000.0,41877200000.0,
Other Non Operating Income Expenses,1621100000.0,2476700000.0,877700000.0,1056000000.0,
Special Income Charges,-3601300000.0,4700000.0,-118600000.0,360400000.0,
Other Special Charges,1308200000.0,-96700000.0,-162400000.0,-516600000.0,
Write Off,60600000.0,92000000.0,34400000.0,21500000.0,
Net Non Operating Interest Income Expense,-471800000.0,-352400000.0,-236500000.0,-26900000.0,
Interest Expense Non Operating,2270200000.0,2051700000.0,1444500000.0,954100000.0,
Interest Income Non Operating,1798400000.0,1699300000.0,1208000000.0,927200000.0,
Operating Income,49877100000.0,67619800000.0,54860600000.0,39356700000.0,
Operating Expense,92351000000.0,84591400000.0,76563600000.0,66281400000.0,
Other Operating Expenses,21165200000.0,18363200000.0,15648500000.0,13547100000.0,
Depreciation And Amortization In Income Statement,10263400000.0,8530000000.0,8580200000.0,8163600000.0,
Amortization,310900000.0,273400000.0,290900000.0,288300000.0,
Depreciation Income Statement,9952500000.0,8256600000.0,8289300000.0,7875300000.0,
Selling General And Administration,35769100000.0,35342100000.0,32889900000.0,28223900000.0,
Selling And Marketing Expense,35389900000.0,34976500000.0,32536100000.0,27857900000.0,
General And Administrative Expense,379200000.0,365600000.0,353800000.0,366000000.0,
Rent And Landing Fees,,,,,1317200000.0
Gross Profit,142228100000.0,152211200000.0,131424200000.0,105638100000.0,
Cost Of Revenue,195923600000.0,201743000000.0,212462900000.0,183775400000.0,
Total Revenue,338151700000.0,353954200000.0,343887100000.0,289413500000.0,
Operating Revenue,338151700000.0,353954200000.0,343887100000.0,289413500000.0,
