,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,639964969.578845,2790600000.0,1278147000.0,0.0
Tax Rate For Calcs,0.044117,0.3,0.3,0.3
Normalized EBITDA,199030000000.0,177137000000.0,74924570000.0,12729310000.0
Total Unusual Items,14506000000.0,9302000000.0,4260490000.0,0.0
Total Unusual Items Excluding Goodwill,14506000000.0,9302000000.0,4260490000.0,0.0
Net Income From Continuing Operation Net Minority Interest,72584000000.0,81725000000.0,-3057890000.0,-61618450000.0
Reconciled Depreciation,86802000000.0,64257000000.0,51029690000.0,50686000000.0
Reconciled Cost Of Revenue,643599000000.0,539730000000.0,467773640000.0,270550490000.0
EBITDA,213536000000.0,186439000000.0,79185060000.0,12729310000.0
EBIT,126734000000.0,122182000000.0,28155370000.0,-37956690000.0
Net Interest Income,-35029000000.0,-30317000000.0,-26718530000.0,-23580150000.0
Interest Expense,50800000000.0,41689000000.0,31199220000.0,23580150000.0
Interest Income,16209000000.0,11759000000.0,4840210000.0,2019380000.0
Normalized Income,58717964969.57884,75213600000.0,-6040233000.0,-61618450000.0
Net Income From Continuing And Discontinued Operation,72584000000.0,81725000000.0,-3057890000.0,-61618450000.0
Total Expenses,665278000000.0,566682000000.0,491839070000.0,295113560000.0
Rent Expense Supplemental,143837000000.0,111399000000.0,84797270000.0,64014680000.0
Diluted Average Shares,386761545.0,386211537.0,385401771.0,385091244.0
Basic Average Shares,386237063.0,385778798.0,385401771.0,385091244.0
Diluted EPS,187.67,211.61,-7.93,-160.01
Basic EPS,187.93,211.84,-7.93,-160.01
Diluted NI Availto Com Stockholders,72584000000.0,81725000000.0,-3057890000.0,-61618450000.0
Net Income Common Stockholders,72584000000.0,81725000000.0,-3057890000.0,-61618450000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,72584000000.0,81725000000.0,-3057890000.0,-61618450000.0
Minority Interests,0.0,0.0,0.0,0.0
Net Income Including Noncontrolling Interests,72584000000.0,81725000000.0,-3057890000.0,-61618450000.0
Net Income Continuous Operations,72584000000.0,81725000000.0,-3057890000.0,-61618450000.0
Tax Provision,3350000000.0,-1232000000.0,14040000.0,81610000.0
Pretax Income,75934000000.0,80493000000.0,-3043850000.0,-61536840000.0
Other Non Operating Income Expenses,1728000000.0,1501000000.0,4892410000.0,7255980000.0
Special Income Charges,-491000000.0,-691000000.0,-344660000.0,0.0
Other Special Charges,-19000000.0,-16000000.0,-11880000.0,-757590000.0
Write Off,28000000.0,4000000.0,157540000.0,47070000.0
Impairment Of Capital Assets,482000000.0,703000000.0,199000000.0,153720000.0
Net Non Operating Interest Income Expense,-35029000000.0,-30317000000.0,-26718530000.0,-23580150000.0
Total Other Finance Cost,438000000.0,387000000.0,359520000.0,279150000.0
Interest Expense Non Operating,50800000000.0,41689000000.0,31199220000.0,23580150000.0
Interest Income Non Operating,16209000000.0,11759000000.0,4840210000.0,2019380000.0
Operating Income,110908000000.0,107186000000.0,44237600000.0,-35804290000.0
Operating Expense,21679000000.0,26952000000.0,24065430000.0,24563070000.0
Other Operating Expenses,43252000000.0,33672000000.0,25480860000.0,24563070000.0
Selling General And Administration,5637000000.0,4736000000.0,4282390000.0,3418350000.0
Selling And Marketing Expense,1426000000.0,1292000000.0,879050000.0,586630000.0
General And Administrative Expense,4211000000.0,3444000000.0,3403340000.0,2831720000.0
Rent And Landing Fees,1549000000.0,1331000000.0,1089270000.0,908230000.0
Gross Profit,132587000000.0,134138000000.0,68303030000.0,-11241220000.0
Cost Of Revenue,643599000000.0,539730000000.0,467773640000.0,270550490000.0
Total Revenue,776186000000.0,673868000000.0,536076670000.0,259309270000.0
Operating Revenue,776186000000.0,673868000000.0,536076670000.0,259309270000.0
