,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,187497315.563732,162680384.0,28889514.0,60562200.0
Tax Rate For Calcs,0.222813,0.21772,0.25209,0.3
Normalized EBITDA,10174100000.0,12614600000.0,10820700000.0,6683811000.0
Total Unusual Items,841500000.0,747200000.0,114600000.0,201874000.0
Total Unusual Items Excluding Goodwill,841500000.0,747200000.0,114600000.0,201874000.0
Net Income From Continuing Operation Net Minority Interest,7774900000.0,9513000000.0,7647500000.0,6917234000.0
Reconciled Depreciation,1009200000.0,1097200000.0,1377200000.0,1378529000.0
Reconciled Cost Of Revenue,40148700000.0,38971600000.0,43273400000.0,33781283000.0
EBITDA,11015600000.0,13361800000.0,10935300000.0,6885685000.0
EBIT,10006400000.0,12264600000.0,9558100000.0,5507156000.0
Net Interest Income,666100000.0,318400000.0,95100000.0,-11445000.0
Interest Expense,4300000.0,36500000.0,321500000.0,395326000.0
Interest Income,693700000.0,403100000.0,478300000.0,437456000.0
Normalized Income,7120897315.563732,8928480384.0,7561789514.0,6775922200.0
Net Income From Continuing And Discontinued Operation,7774900000.0,9513000000.0,7647500000.0,6917234000.0
Total Expenses,43379000000.0,41586400000.0,46543700000.0,36259845000.0
Rent Expense Supplemental,18000000.0,14000000.0,9500000.0,9589000.0
Diluted Average Shares,133999252.0,133999252.0,133999252.0,66999626.0
Basic Average Shares,133999252.0,133999252.0,133999252.0,66999626.0
Diluted EPS,58.02,70.99,57.07,51.62
Basic EPS,58.02,70.99,57.07,51.62
Diluted NI Availto Com Stockholders,7774900000.0,9513000000.0,7647500000.0,6917234000.0
Net Income Common Stockholders,7774900000.0,9513000000.0,7647500000.0,6917234000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,7774900000.0,9513000000.0,7647500000.0,6917234000.0
Minority Interests,1400000.0,-3600000.0,-28700000.0,794000.0
Net Income Including Noncontrolling Interests,7773500000.0,9516600000.0,7676200000.0,6916440000.0
Net Income Continuous Operations,7773500000.0,9516600000.0,7676200000.0,6916440000.0
Tax Provision,2228600000.0,2711500000.0,1560400000.0,-1804610000.0
Pretax Income,10002100000.0,12228100000.0,9236600000.0,5111830000.0
Other Non Operating Income Expenses,421200000.0,264900000.0,288700000.0,418585000.0
Special Income Charges,100000.0,100000.0,200000.0,283000.0
Other Special Charges,-100000.0,-100000.0,-200000.0,-283000.0
Net Non Operating Interest Income Expense,666100000.0,318400000.0,95100000.0,-11445000.0
Total Other Finance Cost,23300000.0,48200000.0,61700000.0,53575000.0
Interest Expense Non Operating,4300000.0,36500000.0,321500000.0,395326000.0
Interest Income Non Operating,693700000.0,403100000.0,478300000.0,437456000.0
Operating Income,8203400000.0,11130100000.0,9207200000.0,4744947000.0
Operating Expense,3230300000.0,2614800000.0,3270300000.0,2478562000.0
Other Operating Expenses,100400000.0,114300000.0,120400000.0,104923000.0
Depreciation And Amortization In Income Statement,1009200000.0,1097200000.0,1377200000.0,1378529000.0
Amortization,1200000.0,0.0,,
Depreciation Income Statement,1008000000.0,1097200000.0,1377200000.0,1378529000.0
Selling General And Administration,1959000000.0,1604000000.0,2200800000.0,1262182000.0
Selling And Marketing Expense,1630700000.0,1299800000.0,1861500000.0,1070229000.0
General And Administrative Expense,328300000.0,304200000.0,339300000.0,191953000.0
Rent And Landing Fees,18000000.0,14000000.0,9500000.0,9589000.0
Gross Profit,11433700000.0,13744900000.0,12477500000.0,7223509000.0
Cost Of Revenue,40148700000.0,38971600000.0,43273400000.0,33781283000.0
Total Revenue,51582400000.0,52716500000.0,55750900000.0,41004792000.0
Operating Revenue,51582400000.0,52716500000.0,55750900000.0,41004792000.0
