,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,829156054.950318,730981631.045011,-590184177.146378,0.0
Tax Rate For Calcs,0.24495,0.256845,0.260682,0.24406
Normalized EBITDA,211338000000.0,158098000000.0,100962000000.0,153592000000.0
Total Unusual Items,3385000000.0,2846000000.0,-2264000000.0,2744000000.0
Total Unusual Items Excluding Goodwill,3385000000.0,2846000000.0,-2264000000.0,2744000000.0
Net Income From Continuing Operation Net Minority Interest,99317000000.0,60362000000.0,20400000000.0,63731000000.0
Reconciled Depreciation,64899000000.0,61600000000.0,54410000000.0,53252000000.0
Reconciled Cost Of Revenue,114488000000.0,111499000000.0,105908000000.0,102658000000.0
EBITDA,214723000000.0,160944000000.0,98698000000.0,153592000000.0
EBIT,149824000000.0,99344000000.0,44288000000.0,100340000000.0
Net Interest Income,-15098000000.0,-7407000000.0,-14546000000.0,-14973000000.0
Interest Expense,18287000000.0,18120000000.0,16695000000.0,16033000000.0
Interest Income,3481000000.0,11231000000.0,2158000000.0,1060000000.0
Normalized Income,96761156054.95032,58246981631.04501,22073815822.853622,63731000000.0
Net Income From Continuing And Discontinued Operation,99317000000.0,60362000000.0,20400000000.0,63731000000.0
Total Expenses,156802000000.0,199666000000.0,239387000000.0,180995000000.0
Diluted Average Shares,2661801981.0,2694400653.0,2694552398.0,2694756871.0
Basic Average Shares,2661699733.0,2694257389.0,2694467519.0,2694756871.0
Diluted EPS,37.31,22.4,7.57,23.65
Basic EPS,37.31,22.4,7.57,23.65
Diluted NI Availto Com Stockholders,99317000000.0,60362000000.0,20400000000.0,63731000000.0
Net Income Common Stockholders,99317000000.0,60362000000.0,20400000000.0,63731000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,99317000000.0,60362000000.0,20400000000.0,63731000000.0
Net Income Including Noncontrolling Interests,99317000000.0,60362000000.0,20400000000.0,63731000000.0
Net Income Continuous Operations,99317000000.0,60362000000.0,20400000000.0,63731000000.0
Tax Provision,32220000000.0,20862000000.0,7193000000.0,20576000000.0
Pretax Income,131537000000.0,81224000000.0,27593000000.0,84307000000.0
Other Non Operating Income Expenses,-1176000000.0,-555000000.0,-28000000.0,3103000000.0
Special Income Charges,2687000000.0,2793000000.0,-2314000000.0,2551000000.0
Other Special Charges,-2687000000.0,-2793000000.0,-2614000000.0,-2551000000.0
Write Off,0.0,0.0,4928000000.0,
Net Non Operating Interest Income Expense,-15098000000.0,-7407000000.0,-14546000000.0,-14973000000.0
Total Other Finance Cost,292000000.0,518000000.0,9000000.0,5000000.0
Interest Expense Non Operating,18287000000.0,18120000000.0,16695000000.0,16033000000.0
Interest Income Non Operating,3481000000.0,11231000000.0,2158000000.0,1060000000.0
Operating Income,144426000000.0,86340000000.0,44431000000.0,96177000000.0
Operating Expense,42314000000.0,88167000000.0,133479000000.0,78337000000.0
Other Operating Expenses,-32095000000.0,18134000000.0,71018000000.0,17363000000.0
Depreciation And Amortization In Income Statement,64021000000.0,60599000000.0,53239000000.0,53252000000.0
Amortization,185000000.0,208000000.0,205000000.0,226000000.0
Depreciation Income Statement,63836000000.0,60391000000.0,53034000000.0,53252000000.0
Selling General And Administration,1974000000.0,1611000000.0,1481000000.0,1323000000.0
General And Administrative Expense,1974000000.0,1611000000.0,1481000000.0,1323000000.0
Gross Profit,186740000000.0,174507000000.0,177910000000.0,174514000000.0
Cost Of Revenue,114488000000.0,111499000000.0,105908000000.0,102658000000.0
Total Revenue,301228000000.0,286006000000.0,283818000000.0,277172000000.0
Operating Revenue,301228000000.0,286006000000.0,283818000000.0,277172000000.0
