,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-58398682.065959,0.0,36900664.634663,8586483.642187,
Tax Rate For Calcs,0.259204,0.262705,0.268368,0.254038,
Normalized EBITDA,14149500000.0,13667600000.0,12673100000.0,11747700000.0,
Total Unusual Items,-225300000.0,0.0,137500000.0,33800000.0,
Total Unusual Items Excluding Goodwill,-225300000.0,0.0,137500000.0,33800000.0,
Net Income From Continuing Operation Net Minority Interest,9499300000.0,9272300000.0,8641300000.0,8151500000.0,
Reconciled Depreciation,1008200000.0,997700000.0,924300000.0,813900000.0,
Reconciled Cost Of Revenue,30202300000.0,28276000000.0,28602100000.0,27024500000.0,
EBITDA,13924200000.0,13667600000.0,12810600000.0,11781500000.0,
EBIT,12916000000.0,12669900000.0,11886300000.0,10967600000.0,
Net Interest Income,-92900000.0,-93800000.0,424000000.0,412900000.0,
Interest Expense,92900000.0,93800000.0,75300000.0,40100000.0,
Interest Income,,682100000.0,499300000.0,453000000.0,363300000.0
Normalized Income,9666201317.93404,9272300000.0,8540700664.634663,8126286483.642187,
Net Income From Continuing And Discontinued Operation,9499300000.0,9272300000.0,8641300000.0,8151500000.0,
Total Expenses,44748000000.0,41864700000.0,39446000000.0,37201900000.0,
Rent Expense Supplemental,,14500000.0,28300000.0,16500000.0,33800000.0
Diluted Average Shares,989510417.0,989573106.0,989122384.0,989122384.0,
Basic Average Shares,989510417.0,989573106.0,989122384.0,989122384.0,
Diluted EPS,9.6,9.37,8.74,8.24,
Basic EPS,9.6,9.37,8.74,8.24,
Diluted NI Availto Com Stockholders,9499300000.0,9272300000.0,8641300000.0,8151500000.0,
Net Income Common Stockholders,9499300000.0,9272300000.0,8641300000.0,8151500000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,9499300000.0,9272300000.0,8641300000.0,8151500000.0,
Net Income Including Noncontrolling Interests,9499300000.0,9272300000.0,8641300000.0,8151500000.0,
Net Income Continuous Operations,9499300000.0,9272300000.0,8641300000.0,8151500000.0,
Tax Provision,3323800000.0,3303800000.0,3169700000.0,2776000000.0,
Pretax Income,12823100000.0,12576100000.0,11811000000.0,10927500000.0,
Other Non Operating Income Expenses,674300000.0,886100000.0,119800000.0,108100000.0,
Special Income Charges,-225300000.0,0.0,17000000.0,-63900000.0,
Other Special Charges,,2500000.0,-31000000.0,3200000.0,9300000.0
Write Off,,6400000.0,14000000.0,,
Impairment Of Capital Assets,,,14000000.0,60700000.0,0.0
Net Non Operating Interest Income Expense,-92900000.0,-93800000.0,424000000.0,412900000.0,
Interest Expense Non Operating,92900000.0,93800000.0,75300000.0,40100000.0,
Interest Income Non Operating,,682100000.0,499300000.0,453000000.0,363300000.0
Operating Income,12467000000.0,11783800000.0,11092600000.0,10396100000.0,
Operating Expense,14545700000.0,13588700000.0,10843900000.0,10177400000.0,
Other Operating Expenses,11583700000.0,10460700000.0,1521800000.0,1428500000.0,
Depreciation And Amortization In Income Statement,,,,,827000000.0
Depreciation Income Statement,,,,,827000000.0
Selling General And Administration,,7419700000.0,6582700000.0,6150400000.0,5783900000.0
Selling And Marketing Expense,,5865400000.0,5151600000.0,4729700000.0,4629900000.0
General And Administrative Expense,,1554300000.0,1431100000.0,1420700000.0,1154000000.0
Rent And Landing Fees,,14500000.0,28300000.0,16500000.0,33800000.0
Gross Profit,27012700000.0,25372500000.0,21936500000.0,20573500000.0,
Cost Of Revenue,30202300000.0,28276000000.0,28602100000.0,27024500000.0,
Total Revenue,57215000000.0,53648500000.0,50538600000.0,47598000000.0,
Operating Revenue,57215000000.0,53648500000.0,50538600000.0,47598000000.0,
