,2025-03-31,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Tax Effect Of Unusual Items,1176250000.0,1345040000.0,297750000.0,-1169370000.0,
Tax Rate For Calcs,0.25,0.23,0.25,0.27,
Normalized EBITDA,91966000000.0,82574000000.0,73240000000.0,49411000000.0,
Total Unusual Items,4705000000.0,5848000000.0,1191000000.0,-4331000000.0,
Total Unusual Items Excluding Goodwill,4705000000.0,5848000000.0,1191000000.0,-4331000000.0,
Net Income From Continuing Operation Net Minority Interest,56544000000.0,55684000000.0,45067000000.0,23568000000.0,
Reconciled Depreciation,17058000000.0,14841000000.0,12636000000.0,11824000000.0,
Reconciled Cost Of Revenue,135107000000.0,115557000000.0,106536000000.0,100551000000.0,
EBITDA,96671000000.0,88422000000.0,74431000000.0,45080000000.0,
EBIT,79613000000.0,73581000000.0,61795000000.0,33256000000.0,
Net Interest Income,-152000000.0,567000000.0,-248000000.0,7000000.0,
Interest Expense,2829000000.0,1711000000.0,1428000000.0,958000000.0,
Interest Income,2677000000.0,2278000000.0,1180000000.0,965000000.0,
Normalized Income,53015250000.0,51181040000.0,44173750000.0,26729630000.0,
Net Income From Continuing And Discontinued Operation,56544000000.0,55684000000.0,45067000000.0,23568000000.0,
Total Expenses,253521000000.0,213856000000.0,186825000000.0,178472000000.0,
Total Operating Income As Reported,71843000000.0,67729000000.0,57144000000.0,29476000000.0,
Diluted Average Shares,834208585.0,833542545.0,831912145.0,831674783.0,
Basic Average Shares,832979820.0,831976016.0,830165396.0,829391892.0,
Diluted EPS,67.79,66.918,54.18,28.338,
Basic EPS,67.89,67.044,54.294,28.416,
Diluted NI Availto Com Stockholders,56544000000.0,55684000000.0,45067000000.0,23568000000.0,
Net Income Common Stockholders,56544000000.0,55684000000.0,45067000000.0,23568000000.0,
Net Income,56544000000.0,55684000000.0,45067000000.0,23568000000.0,
Minority Interests,-701000000.0,0.0,0.0,,
Net Income Including Noncontrolling Interests,57245000000.0,55684000000.0,45067000000.0,23568000000.0,
Net Income Continuous Operations,57245000000.0,55684000000.0,45067000000.0,23568000000.0,
Tax Provision,19539000000.0,16186000000.0,15300000000.0,8730000000.0,
Pretax Income,76784000000.0,71870000000.0,60367000000.0,32298000000.0,
Other Income Expense,4922000000.0,5995000000.0,1561000000.0,-3628000000.0,
Special Income Charges,-171000000.0,2421000000.0,-1910000000.0,-6443000000.0,
Gain On Sale Of Ppe,1522000000.0,900000000.0,-1211000000.0,1119000000.0,
Other Special Charges,,-1524000000.0,,,
Write Off,,3000000.0,699000000.0,7562000000.0,8588000000.0
Impairment Of Capital Assets,1693000000.0,3000000.0,699000000.0,7562000000.0,
Earnings From Equity Interest,217000000.0,147000000.0,370000000.0,703000000.0,
Gain On Sale Of Security,4876000000.0,3427000000.0,3101000000.0,2112000000.0,
Net Non Operating Interest Income Expense,-152000000.0,567000000.0,-248000000.0,7000000.0,
Total Other Finance Cost,,,,,-1653000000.0
Interest Expense Non Operating,2829000000.0,1711000000.0,1428000000.0,958000000.0,
Interest Income Non Operating,2677000000.0,2278000000.0,1180000000.0,965000000.0,
Operating Income,72014000000.0,65308000000.0,59054000000.0,35919000000.0,
Operating Expense,118414000000.0,98299000000.0,80289000000.0,77921000000.0,
Other Operating Expenses,-2836000000.0,-1775000000.0,-7118000000.0,-1642000000.0,
Research And Development,27380000000.0,22873000000.0,19381000000.0,17482000000.0,
Selling General And Administration,93870000000.0,77201000000.0,68026000000.0,62081000000.0,
Gross Profit,190428000000.0,163607000000.0,139343000000.0,113840000000.0,
Cost Of Revenue,135107000000.0,115557000000.0,106536000000.0,100551000000.0,
Total Revenue,325535000000.0,279164000000.0,245879000000.0,214391000000.0,
Operating Revenue,325535000000.0,279164000000.0,245879000000.0,214391000000.0,
