,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,39250000.0,9435000.0,40200000.0,740306400.0
Tax Rate For Calcs,0.25,0.255,0.3,0.282
Normalized EBITDA,16781000000.0,19379000000.0,10725000000.0,1423300000.0
Total Unusual Items,157000000.0,37000000.0,134000000.0,2625200000.0
Total Unusual Items Excluding Goodwill,157000000.0,37000000.0,134000000.0,2625200000.0
Net Income From Continuing Operation Net Minority Interest,-2796000000.0,-320000000.0,-3351000000.0,-4882400000.0
Reconciled Depreciation,12798000000.0,12193000000.0,7533000000.0,6144000000.0
Reconciled Cost Of Revenue,19735000000.0,20990000000.0,12849000000.0,4895800000.0
EBITDA,16938000000.0,19416000000.0,10859000000.0,4048500000.0
EBIT,4140000000.0,7223000000.0,3326000000.0,-2095500000.0
Net Interest Income,-7658000000.0,-7521000000.0,-5411000000.0,-4607700000.0
Interest Expense,7883000000.0,7662000000.0,5416000000.0,4711600000.0
Interest Income,437000000.0,392000000.0,305000000.0,370700000.0
Normalized Income,-2913750000.0,-347565000.0,-3444800000.0,-6767293600.0
Net Income From Continuing And Discontinued Operation,-2796000000.0,-320000000.0,-3351000000.0,-4882400000.0
Total Expenses,54712000000.0,54839000000.0,34617000000.0,18260600000.0
Rent Expense Supplemental,718000000.0,948000000.0,380000000.0,5200000.0
Diluted Average Shares,98616296.0,98667801.0,65812074.0,61457159.0
Basic Average Shares,98178407.0,98064848.0,64954147.0,60856427.0
Diluted EPS,-28.48,-3.26,-51.6,-80.23
Basic EPS,-28.5,-3.3,-51.6,-80.23
Diluted NI Availto Com Stockholders,-2796000000.0,-320000000.0,-3351000000.0,-4882400000.0
Net Income Common Stockholders,-2796000000.0,-320000000.0,-3351000000.0,-4882400000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-2796000000.0,-320000000.0,-3351000000.0,-4882400000.0
Minority Interests,13000000.0,7000000.0,13000000.0,2700000.0
Net Income Including Noncontrolling Interests,-2809000000.0,-327000000.0,-3364000000.0,-4885100000.0
Net Income Continuous Operations,-2809000000.0,-327000000.0,-3364000000.0,-4885100000.0
Tax Provision,-934000000.0,-112000000.0,1274000000.0,-1922000000.0
Pretax Income,-3743000000.0,-439000000.0,-2090000000.0,-6807100000.0
Other Non Operating Income Expenses,1128000000.0,984000000.0,430000000.0,309200000.0
Special Income Charges,-61000000.0,-155000000.0,10000000.0,2442800000.0
Other Special Charges,6000000.0,-11000000.0,-10000000.0,-2484200000.0
Write Off,55000000.0,166000000.0,0.0,41400000.0
Net Non Operating Interest Income Expense,-7658000000.0,-7521000000.0,-5411000000.0,-4607700000.0
Total Other Finance Cost,212000000.0,251000000.0,300000000.0,266800000.0
Interest Expense Non Operating,7883000000.0,7662000000.0,5416000000.0,4711600000.0
Interest Income Non Operating,437000000.0,392000000.0,305000000.0,370700000.0
Operating Income,2628000000.0,6049000000.0,2756000000.0,-5054500000.0
Operating Expense,34977000000.0,33849000000.0,21768000000.0,13364800000.0
Other Operating Expenses,13293000000.0,12610000000.0,8312000000.0,3854000000.0
Depreciation And Amortization In Income Statement,12798000000.0,12193000000.0,7533000000.0,6144000000.0
Amortization,231000000.0,251000000.0,247000000.0,285600000.0
Depreciation Income Statement,12567000000.0,11942000000.0,7286000000.0,5858400000.0
Selling General And Administration,1628000000.0,1595000000.0,1191000000.0,711600000.0
Selling And Marketing Expense,592000000.0,543000000.0,431000000.0,235400000.0
General And Administrative Expense,1036000000.0,1052000000.0,760000000.0,476200000.0
Rent And Landing Fees,718000000.0,948000000.0,380000000.0,5200000.0
Gross Profit,37605000000.0,39898000000.0,24524000000.0,8310300000.0
Cost Of Revenue,19735000000.0,20990000000.0,12849000000.0,4895800000.0
Total Revenue,57340000000.0,60888000000.0,37373000000.0,13206100000.0
Operating Revenue,57340000000.0,60888000000.0,37373000000.0,13206100000.0
